id,name,category,subtype,lat,lon
783959259,Biblioteca del Museu del Cinema,public_service,library,41.9835026,2.8224707
796750186,Farmàcia Conejero,health,pharmacy,41.9746635,2.8133394
796750187,Farmàcia Miralles,health,pharmacy,41.9844957,2.8176952
796750188,Farmàcia Campasol,health,pharmacy,41.9949386,2.8040662
796750190,Farmàcia Badia,health,pharmacy,41.9740668,2.8067437
796750191,Farmàcia Cardelús,health,pharmacy,41.9794683,2.8117935
796750192,Farmàcia Simon Bombi,health,pharmacy,41.9760828,2.8199838
796750193,Farmàcia Boada Ordis,health,pharmacy,41.9710762,2.8443054
796750194,Farmàcia Puig,health,pharmacy,41.9802971,2.8244398
796750196,Farmàcia Folch Camps,health,pharmacy,41.9801604,2.8220933
796750197,Farmàcia Pita,health,pharmacy,41.9685739,2.8240643
796750199,Farmàcia Saguer,health,pharmacy,41.9853341,2.8248114
796750200,Farmàcia Borrell,health,pharmacy,41.976721,2.8243071
796750202,Farmàcia Planas,health,pharmacy,41.9843018,2.8246648
796750203,Farmàcia Feliu,health,pharmacy,41.9740346,2.8049177
796750205,Farmàcia Noguera,health,pharmacy,41.9756309,2.8221087
796750206,Farmàcia Alexandre Juanola Ribera,health,pharmacy,42.0066561,2.8246975
796750208,Farmàcia Albert Manuel-Rimbau,health,pharmacy,41.97487,2.8263062
796750209,Farmàcia Turon,health,pharmacy,41.9767126,2.8103972
796750211,Farmàcia Ciurana Ribas,health,pharmacy,41.9797621,2.8203563
796750212,"Farmàcia Corretger Bobis, E",health,pharmacy,41.9924266,2.814583
796750215,Farmàcia Muñoz,health,pharmacy,41.9908408,2.8258946
796750216,Farmàcia Asunción Simón Bonet,health,pharmacy,41.9867771,2.8243755
796750218,Farmàcia Altarriba,health,pharmacy,41.9832855,2.8240449
796750219,Farmàcia Riera,health,pharmacy,41.9722557,2.8263594
796750220,Farmàcia Arpa,health,pharmacy,41.9751155,2.8028188
796750221,Farmàcia Maria Mercè Peracaula de Garriga,health,pharmacy,41.983798,2.8132379
796798721,"Farmàcia Nebot Giralt, Ariadna",health,pharmacy,41.994732,2.8196667
796798722,Farmàcia Folch,health,pharmacy,41.972085,2.818249
796798723,Farmàcia Corretger-Ruhí,health,pharmacy,41.9678749,2.8213156
796798724,"Farmàcia Brunso Casellas, M. Dolors",health,pharmacy,41.9940938,2.8065661
814747316,Carrefour,food,supermarket,41.9956735,2.8199005
814759128,"Pont de la Barca, 15",mobility,platform,41.9926391,2.8183756
814759129,Ronda Vila de Perpinyà,mobility,platform,41.9995289,2.8179749
814759131,,mobility,platform,41.9923325,2.8176425
814759132,Avinguda de França (Hospital Josep Trueta),mobility,platform,41.9973007,2.8193983
814759133,Sant Ponç,mobility,platform,41.9937508,2.8196752
814759134,Avinguda de França (Hospital Josep Trueta),mobility,platform,41.9965579,2.8192443
814792261,c. Antoni Varés,mobility,platform,41.9954226,2.8129279
814792272,Puig d'en Roca,mobility,platform,41.9968598,2.8140255
814794490,,mobility,platform,41.9867188,2.820902
818778490,PL. Marquès de Camps 16,mobility,platform,41.982034,2.8192918
818778507,Plaça Marques de Camps,mobility,platform,41.982133,2.8193142
818799382,Plaça Poeta Marquina,mobility,platform,41.9807962,2.8177613
818799386,,mobility,platform,41.9810937,2.8181185
837916691,Bonpreu,food,supermarket,41.9683332,2.8240022
849240182,,mobility,platform,41.9849386,2.8250806
863570848,Caprabo,food,supermarket,42.0020827,2.8241542
871874046,pg. Devesa / Pont de la Barca,mobility,platform,41.9897938,2.8199235
874854245,Pont de la Barca,mobility,platform,41.9920735,2.8174438
884641081,J Ruyra i Oms,mobility,platform,41.9725897,2.8264484
897566737,,mobility,platform,41.992397,2.8139616
922819082,L11 - Santa Clara,mobility,platform,41.9830063,2.8228708
922819211,,mobility,platform,41.9847133,2.8278212
1264001237,,mobility,platform,41.9845351,2.8233533
1264001243,L11 - Plaça Catalunya,mobility,platform,41.9820459,2.8228718
1280511405,Gros mercat,food,supermarket,41.962661,2.800864
1291776302,Condis,food,supermarket,41.9768583,2.8204096
1291781437,,mobility,platform,41.976872,2.820742
1291843114,Moriscot,food,convenience,41.983264,2.82495
1486942913,Farmàcia Vila,health,pharmacy,41.9766843,2.8178094
1540728728,Avellaneda,mobility,platform,41.9512747,2.8082464
1540728729,Avellaneda 1,mobility,platform,41.9513181,2.8075589
1617957270,,food,supermarket,41.98374,2.816145
1622622204,,mobility,platform,41.9730755,2.8122708
1622622569,,mobility,platform,41.9688961,2.8109899
1655840047,Creu Roja a Girona,health,doctors,41.9850219,2.82015
1657662240,Rambla Catalunya,mobility,platform,41.9759411,2.8130056
1657662249,Rambla Catalunya,mobility,platform,41.9760029,2.812818
1657662255,Plaça Assumpció,mobility,platform,41.9751278,2.8107583
1662391479,Mercadona,food,supermarket,41.9750312,2.8259561
1765360523,Gran Via Jaume I/C. Nou,mobility,platform,41.9829853,2.8198727
1765360525,Caprabo,food,supermarket,41.9833218,2.8205694
1819147455,,mobility,platform,41.9701674,2.8417813
1819147456,,mobility,platform,41.9708452,2.8430616
1929152612,,mobility,platform,41.9711991,2.8437472
1929222010,,mobility,platform,41.9730917,2.8449923
1942373324,,mobility,platform,41.9756481,2.8248028
1942373326,,mobility,platform,41.9779112,2.8244209
1942373329,Plaça del Lleó,mobility,platform,41.9796819,2.8235443
1942375317,,mobility,platform,41.9719409,2.8418887
2047177899,Pg. J. Bosco - C. Riera Camaret (Pont Major),mobility,platform,42.0068271,2.825012
2047177903,Pg. Joan Bosco - C. Gomera (Pont Major),mobility,platform,42.0102191,2.8252535
2140477340,Llar Infantil El Sol Solet,education,kindergarten,41.9838927,2.8150426
2216227204,Casa bona,food,convenience,41.9947421,2.8200664
2411783593,Carrefour,food,supermarket,41.978608,2.812848
2416097094,Spar,food,supermarket,41.9756931,2.8203883
2467359823,Bonpreu,food,supermarket,41.9803281,2.8133179
2467359857,,mobility,platform,41.9796331,2.8135259
2473978383,Quiroga Frigola,health,pharmacy,41.9772097,2.8134826
2522277576,,mobility,platform,41.9684726,2.818005
2522277579,C. Caldes de Monbui,mobility,platform,41.9688998,2.8191844
2530970702,Els Quimics,mobility,platform,41.9679858,2.8211423
2530970703,Els Quimics,mobility,platform,41.9684188,2.8210117
2530977593,,mobility,platform,41.9668031,2.8382716
2530977596,,mobility,platform,41.9668285,2.8380894
2530977643,,mobility,platform,41.967538,2.8377382
2530977653,,mobility,platform,41.9677202,2.8371278
2530998027,,mobility,platform,41.968208,2.8279348
2530998029,Bosch i Puy,mobility,platform,41.9687899,2.8269348
2534806740,Schlecker,food,supermarket,41.9786995,2.8112057
2589357606,L11 - CAP Güell,mobility,platform,41.9833123,2.812023
2591284446,Els ninots,education,kindergarten,41.9689147,2.8194233
2591302167,Alimentacio Empúries,food,supermarket,41.9694682,2.8171738
2591302180,M Canal Bellvehí,health,pharmacy,41.9693842,2.8173951
2591302194,Biblioteca Ernest Lluch,mobility,platform,41.9710513,2.8193866
2591302195,Col·legi Migdia,mobility,platform,41.971212,2.8196126
2591302197,Farmàcia Ciurana,health,pharmacy,41.974038,2.8201657
2627344546,La Punxa,mobility,platform,41.9810527,2.8156745
2787253485,Teeth & tooth,health,dentist,41.9788457,2.8119213
2791062060,Sabores Latinos,food,supermarket,41.9797359,2.8130823
2793289723,Despensa Internacional,food,supermarket,41.9767956,2.8107303
2793289958,,health,dentist,41.9788213,2.81129
2802302903,BonÀrea,food,supermarket,41.980627,2.8146299
2821364592,Botiga del barri,food,supermarket,41.9739523,2.8139447
2833973458,Nezar,health,dentist,41.9820286,2.8157295
2834761336,Odontomedic,health,dentist,41.984189,2.8165648
2835366507,Spar,food,supermarket,41.9834423,2.8180901
2997213585,Av. St. Narcís / c. Francesc Artau,mobility,platform,41.9778583,2.8137252
2997213586,Av. St. Narcís / c. Francesc Artau,mobility,platform,41.9778783,2.8138312
2999460770,,food,supermarket,41.9788129,2.8100987
3010239811,El petit mercat,food,supermarket,41.9782891,2.8094829
3013884289,Carrer Güell,mobility,platform,41.9777505,2.8102586
3014959051,Mannu,food,supermarket,41.976897,2.8088252
3014959053,,food,supermarket,41.9770166,2.8080848
3027155455,Clinica Dental Santa Eugenia,health,dentist,41.9775492,2.8075166
3027155475,Espai Latino,food,supermarket,41.9774574,2.8072826
3050723784,ALDI,food,supermarket,41.96599,2.8074205
3051617314,,food,supermarket,41.9752683,2.8030275
3052352932,Sabores latinos,food,supermarket,41.9754566,2.8049506
3064870407,Biladi,food,supermarket,41.9754647,2.8021872
3064870410,City Shop,food,supermarket,41.9755253,2.8024139
3064870412,El Corte Oriental,food,convenience,41.9747062,2.802935
3064870613,Farmàcia Sabrià Mestras,health,pharmacy,41.9768341,2.8042032
3077513456,Farmacia Juanola,health,pharmacy,41.9952355,2.8336311
3304691051,Spar,food,supermarket,41.9740062,2.8055599
3306400472,Alomnar,health,clinic,41.9849066,2.8160071
3307458466,Gran Via Jaume I/Generalitat,mobility,platform,41.9804435,2.8213585
3307458468,Pl. Catalunya,mobility,platform,41.981141,2.8224893
3308028646,L11 - Riu Güell,mobility,platform,41.9852678,2.8177894
3337905451,Girona,mobility,bus_station,41.9788069,2.8159068
3364245333,Els Germans,food,convenience,41.9874903,2.8231524
3364245334,C.Pons,food,supermarket,41.985319,2.8229574
3364245348,Imatgedental Girona,health,dentist,41.984276,2.8202007
3364245349,Implantdent,health,dentist,41.9822188,2.8185189
3364246771,Suministres Girona,food,supermarket,41.9847645,2.8206563
3378352108,Artdental,health,dentist,41.9843648,2.8215193
3378352151,Pecat Original,food,supermarket,41.9845461,2.8226186
3378352154,,public_service,police,41.9843128,2.820891
3378352156,,food,supermarket,41.9845254,2.822547
3388071470,La Belle Vie,food,convenience,41.9850115,2.823546
3388071582,Farmàcia Josep Maria Xirgu Badia,health,pharmacy,41.9850437,2.8235481
3425004295,c. Carme,mobility,platform,41.9805688,2.824307
3425004296,Pujada de les Pedreres,mobility,platform,41.9807737,2.8262902
3425004297,"Pg. Fora Muralla, 11",mobility,platform,41.9819896,2.826424
3425076146,Super €uro,food,convenience,41.9845258,2.8229983
3425099355,Proxim,food,supermarket,41.9820809,2.8186396
3425129768,Orthodontic,health,dentist,41.9805529,2.8175407
3437136075,Implantdent,health,dentist,41.9820168,2.8198234
3437136076,B&V clinica dental,health,dentist,41.982206,2.8197848
3437136089,Abadent,health,dentist,41.9817786,2.8192869
3439557542,Comissaria dels Mossos d'Esquadra al Complex Santa de Caterina a Girona,public_service,police,41.9807092,2.8212399
3439557546,AV. Sant Francesc 4,mobility,platform,41.9823307,2.8225434
3439621646,Tabacs n°16,food,convenience,41.979997,2.822128
3490755294,Farmàcia Anna Fina,health,pharmacy,41.9697672,2.8114996
3490755319,,food,convenience,41.971688,2.8119582
3508263202,Catalunya,food,convenience,41.974722,2.8216903
3508263205,Dentapalau,health,dentist,41.975226,2.8192342
3508263211,Ginkgo,food,supermarket,41.9706364,2.810879
3508263894,,health,dentist,41.9751262,2.8206252
3508263957,,food,supermarket,41.9714231,2.8112885
3508263986,Valvi,food,supermarket,41.9755918,2.8177395
3508630309,,food,convenience,41.9796838,2.8184154
3508630310,NOVAVENDA,food,supermarket,41.9805171,2.8187522
3635028367,,food,supermarket,41.9695586,2.8102508
3635031170,,food,supermarket,41.970174,2.8097149
3661120600,,mobility,platform,41.967615,2.8096044
3661120609,,food,supermarket,41.9691053,2.8100697
3662205084,,mobility,platform,41.9671096,2.8098232
3662229913,,mobility,platform,41.9729671,2.8095643
3667428817,Ait Kamra,food,supermarket,41.9763236,2.8025161
3667428819,Clínica dental bid,health,dentist,41.976769,2.8023926
3667428925,Sant Sebastià,mobility,platform,41.9772362,2.8066373
3679062921,Cenciana,food,convenience,41.9800573,2.820127
3687238375,Centre Medic Girona,health,doctors,41.980437,2.8190092
3687238380,Clinica Girona,health,doctors,41.9794987,2.8193708
3687238407,Giromedic,health,doctors,41.9794137,2.8193389
3687238411,Coviran,food,convenience,41.9777389,2.818979
3687238417,Kozanchok,food,supermarket,41.9764908,2.817967
3687238803,Tiger Mart,food,convenience,41.9777551,2.8197468
3687238819,,health,dentist,41.9761701,2.820412
3687238939,Mercat 8&8,food,convenience,41.9766118,2.819381
3687238963,,health,dentist,41.9786118,2.8180066
3694795147,millor supermercat,food,supermarket,41.9766809,2.8221147
3694795178,,food,supermarket,41.9756574,2.8219887
3694795179,Novavenda,food,supermarket,41.9758826,2.8225654
3704549703,Mercadona,food,supermarket,41.9620258,2.8116731
3918038875,Ananda Bio,food,supermarket,41.9786484,2.8223767
4079785033,,food,supermarket,41.9728014,2.8071055
4325282537,Virdi,food,supermarket,41.973601,2.805986
4325282538,,food,supermarket,41.9737322,2.8077314
4325282539,,food,supermarket,41.9746585,2.8082503
4327120989,,food,supermarket,41.9738601,2.8031456
4327120992,Regals mao,food,supermarket,41.9742307,2.801787
4331958505,Spar,food,supermarket,41.9842871,2.8253979
4335004127,Centre Mèdic Midgia,health,doctors,41.9747912,2.8174974
4335046034,Super Alimentació,food,supermarket,41.9690564,2.8178627
4335094144,Bonpreu,food,supermarket,41.9681966,2.8177891
4335094161,,food,supermarket,41.9696031,2.8172591
4335094169,c. Barcelona / Centre Comercial,mobility,platform,41.9710385,2.8148894
4338337699,Consum,food,supermarket,41.9781105,2.8225907
4495062547,Escola Mtnjuïc,mobility,platform,41.9902803,2.8277729
4714163690,Monar,mobility,platform,41.9772002,2.8055209
4714163706,Agudes,mobility,platform,41.976289,2.8025913
4721159725,Rovira i Virgili,mobility,platform,41.9787135,2.8099477
4721219179,Laborsalus salud laboral,health,doctors,41.9768192,2.8040932
4721241175,Pg. Olot - Pavelló,mobility,platform,41.9758555,2.8076879
4721241176,PG. Olot 38,mobility,platform,41.9759713,2.8074454
4721241177,L4 / L8,mobility,platform,41.9746201,2.8036402
4721241178,L4,mobility,platform,41.9746865,2.8033413
4738318306,Billamari,food,convenience,41.9768028,2.8028034
4738318307,Proxim,food,supermarket,41.9755931,2.8026981
4847794858,Oficina de Correos,public_service,post_office,41.9713049,2.8146219
4847794859,Correus,public_service,post_office,41.9638558,2.8035744
4847794860,Oficina de Correos,public_service,post_office,41.9835968,2.818038
4847794862,Policia Nacional,public_service,police,41.9900676,2.8254692
4847794892,CFA Nou Girona,education,school,41.9734945,2.8093551
4847794902,Clínica dr.Bofill,health,clinic,41.979614,2.8204977
4847794918,Oficina de tramitacío del DNI i passaport,public_service,police,41.9697232,2.8205463
4847795555,Centre de Documentació Europea,public_service,library,41.9626601,2.8305964
4847795581,Biblioteca de la Catedral,public_service,library,41.9875325,2.8260145
4847795582,Biblioteca del col·legi d'arquitectes,public_service,library,41.9871715,2.8253218
4847795598,Biblioteca Salvador Allende,public_service,library,41.9781444,2.8065997
4847795612,Sociotecta annexa Joaquim Franch,public_service,library,41.9785319,2.8274503
4847795613,Biblioteca del seminari,public_service,library,41.9847723,2.8266858
4847796626,Biblioteca popular de l'ateneu 24 de juny,public_service,library,41.9840503,2.8249784
4847796641,Escola Bressol el Pont,education,kindergarten,42.0107132,2.8235987
4847796650,Biblioteca del Col·legi d'Aparelladors i Arquitectes Tècnics de Girona,public_service,library,41.9806562,2.8151694
4847796667,Bibilioteca Escolar Escola Marta Mata,public_service,library,41.9643801,2.8143007
4847796715,Biblioteca de l'associació de veïns de Pedret,public_service,library,41.9972067,2.8247675
4847797431,Biblioteca Escolar Montfollet,public_service,library,41.9730034,2.8024465
4847797436,Biblioteca Ernest Lluch,public_service,library,41.9709498,2.8191867
4847797437,Cartoteca de la universitat de Girona,public_service,library,41.9845492,2.8279345
4847797438,Biblioteca de L'Escola de l'Esplai,public_service,library,41.9734083,2.8239687
4847797444,Institut superior de ciències religioses,education,college,41.9848217,2.8266634
4847797470,Biblioteca Escola Bosc de la Pabordia,public_service,library,41.9592651,2.8145376
4847797512,Punt de lectura de Sant Narcís,public_service,library,41.9750104,2.8114856
4847797515,Biblioteca de la universitat de Girona - Campus del Barri Vell,public_service,library,41.9844599,2.8280276
4847797517,Biblioteca de l'Hospital DR.Josep Trueta,public_service,library,41.9976537,2.8196964
4847798323,Biblioteca Just M. Casero,public_service,library,42.0123035,2.8250579
4847798327,Aules d'Extensió Universitària,education,school,41.9810292,2.8213914
4847798328,Biblioteca de l'institut Montilivi,public_service,library,41.9646397,2.8281335
4855504145,Ginecologia Girona CTD,health,doctors,41.9802267,2.8212949
4885596556,Condis,food,supermarket,41.9723412,2.8250861
4885633805,Clínica Baviera,health,clinic,41.9744692,2.8229636
4885651095,Centre Dental Milenium Girona,health,dentist,41.9742564,2.822566
5132898197,,mobility,platform,41.9698362,2.8274143
5132898198,,mobility,platform,41.9668446,2.8283856
5132898200,Facultat Econòmiques,mobility,platform,41.9608579,2.8308561
5132898201,,mobility,platform,41.9649495,2.8289602
5132898202,,mobility,platform,41.9672792,2.8273714
5132898203,CAP Montilivi,mobility,platform,41.9722692,2.8274108
5132898204,Carrer Girona per Girona,mobility,platform,41.9721481,2.8289814
5132898205,,mobility,platform,41.9716296,2.8297028
5132898206,,mobility,platform,41.9724493,2.8301459
5132898207,Emili Grahit,mobility,platform,41.9734293,2.8273298
5132898208,Països Catalans,mobility,platform,41.9741577,2.8237089
5132898209,Migdia/C. Creu,mobility,platform,41.975653,2.820484
5132898210,La Salle,mobility,platform,41.9776284,2.8212605
5132898211,L11 - Massaguer,mobility,platform,41.9843278,2.8134921
5132898212,L11 - Prudenci Bertrana,mobility,platform,41.9830352,2.8144588
5132898213,L11 - Caterina Albert,mobility,platform,41.9824096,2.8139538
5133000319,Codi Parada,mobility,platform,41.987101,2.8243405
5133000320,Plaça del Vi,mobility,platform,41.9830258,2.8246114
5133001521,,mobility,platform,41.9788635,2.820772
5133001522,C. Emili Graith- C. Migdia,mobility,platform,41.9748632,2.820707
5133001523,"Girona, Emili Grahit",mobility,platform,41.9743489,2.8234238
5133033333,Joaquim Vayreda,mobility,platform,41.9847693,2.8155222
5133033334,Pont d'en Vidal,mobility,platform,41.9853266,2.81723
5133033335,Ronda Pont de Pedret,mobility,platform,41.9895225,2.8226257
5133033336,,mobility,platform,41.9893243,2.8248459
5133033337,,mobility,platform,41.9882984,2.8289967
5133033338,,mobility,platform,41.9886852,2.8313179
5133033350,,mobility,platform,41.9887013,2.8330571
5133033351,,mobility,platform,41.9883059,2.833897
5133033352,,mobility,platform,41.9886875,2.8269819
5133033353,,mobility,platform,41.9891622,2.8242379
5133078771,Palau de justicia de Girona,mobility,platform,41.9844349,2.8116446
5133078772,Joaquim Vayreda /Davesa,mobility,platform,41.9845019,2.8133893
5185408354,Dia,food,supermarket,41.9719174,2.8075483
5429212220,la Rodona,mobility,platform,41.9800325,2.8135286
5429212821,C. Santa Eugènia 70,mobility,platform,41.9799498,2.8129618
5529259654,Novavenda,food,supermarket,41.9953957,2.8334369
5536219284,Campdorà (Dir. Palamós),mobility,platform,42.0242369,2.8400158
5536219285,"Girona, Pont Major (direcció Palamós)",mobility,platform,42.013787,2.8268337
5560587776,"Girona, Pont Major (direcció Girona)",mobility,platform,42.0138309,2.8266446
5560587781,"Girona, Correus (direcció Girona)",mobility,platform,41.9864612,2.8221253
5560587783,Campdorà (direcció Girona),mobility,platform,42.0243531,2.8398217
5563106488,"Girona, Parc Tecnologic (direcció Palamos)",mobility,platform,41.9671155,2.8386641
5563106489,"Girona, Interna Udg (direcció Palamós)",mobility,platform,41.9622649,2.8276291
5563106490,"Girona, Emili Grahit (direcció Palamos)",mobility,platform,41.9741596,2.823693
5588915387,"Girona, Correus",mobility,platform,41.9862799,2.8217724
5635656635,"Girona, Interna Udg (direcció Girona)",mobility,platform,41.9624069,2.8275383
6370421687,Multipreu De Girona,food,convenience,41.9839535,2.8153264
6486906993,To Girona Aeroport-Costa Brava,mobility,platform,41.979629,2.8163917
6521620072,Tennis Palau,mobility,platform,41.9511116,2.8166232
6528693288,Coaliment,food,supermarket,41.9813638,2.8194433
6528788185,Parafarmacia Salut,health,pharmacy,41.9788153,2.8186045
6528903886,Novavenda,food,supermarket,41.9791329,2.8223281
6529575986,L'estuca,food,supermarket,41.9869795,2.8243052
6533623825,A Granel,food,convenience,41.9766376,2.8229856
6546306195,Consum,food,supermarket,41.9787034,2.822824
6546306202,Dr. Campistol,health,dentist,41.9781329,2.8178693
6546306213,CFA Girona,education,school,41.9770683,2.8222697
6549374951,Camí Vell de Fornells,mobility,platform,41.9526023,2.8177828
6549374952,Camí Vell de Fornells,mobility,platform,41.9526722,2.817673
6582866737,Mercadona,food,supermarket,41.962676,2.8116343
6582866740,Escola Tècnica Girona,education,school,41.9634163,2.8119329
6802537589,Dia,food,supermarket,41.9722788,2.8236839
6930088004,Cooperativa El Rebost,food,supermarket,41.9939763,2.82103
7127097581,GIREXX,health,clinic,41.9761842,2.8250669
7297313828,"Farmàcia Caballé Serra, Raquel",health,pharmacy,41.991771,2.8174426
7312997907,BonÀrea,food,supermarket,41.9761833,2.8187422
7415331372,,mobility,platform,41.9622969,2.8133851
7415331374,,mobility,platform,41.964576,2.8313828
7415331375,,mobility,platform,41.9695367,2.825839
7415331376,,mobility,platform,41.9696199,2.8256492
7415331377,C. Muralla 7,mobility,platform,41.9851407,2.8292333
7415331378,C. Muralla 5,mobility,platform,41.9860945,2.8295151
7415331379,"Estació d'Autobusos, RENFE",mobility,platform,41.9791062,2.8179185
7415331380,,mobility,platform,41.97501,2.819305
7415331381,,mobility,platform,41.9739258,2.8011697
7415332485,Rotonda Mas Gri,mobility,platform,41.9601585,2.8104579
7415332510,,mobility,platform,41.962631,2.832367
7415332511,,mobility,platform,41.9671008,2.8277591
7415332512,,mobility,platform,41.9662263,2.8310388
7415332513,,mobility,platform,41.963616,2.8322091
7415332514,,mobility,platform,41.9887224,2.8270366
7415332515,,mobility,platform,41.988615,2.8311236
7415332516,,mobility,platform,41.9882111,2.8289644
7415332517,"Pujada Barrufa, 42",mobility,platform,41.9923965,2.8301221
7415332518,,mobility,platform,41.9607449,2.830823
7415332519,,mobility,platform,41.9624057,2.8277599
7415332520,Torre Alfons XII (Piruli),mobility,platform,41.9774214,2.8351568
7415332521,Torre Alfons XII (Transformador),mobility,platform,41.9792962,2.8339328
7415332522,Pedret - C. Pedret / Centre Cívic,mobility,platform,41.9973372,2.8246234
7415332523,,mobility,platform,41.9768114,2.8242751
7415332524,,mobility,platform,41.9740844,2.8295362
7415332525,,mobility,platform,41.9949939,2.8332494
7415332526,,mobility,platform,41.9951789,2.8146625
7415332527,,mobility,platform,41.975484,2.8176552
7415332528,,mobility,platform,41.9743906,2.8102298
7415332529,,mobility,platform,41.9941735,2.8060108
7415332530,,mobility,platform,41.9940184,2.8018922
7415332531,,mobility,platform,41.9921836,2.8021913
7415332532,,mobility,platform,41.9925652,2.8044063
7415332533,,mobility,platform,41.9939437,2.8068691
7415332535,"Pujada Barrufa, 13",mobility,platform,41.9904114,2.8301717
7415332537,PL. Josep Ferrater i Mora,mobility,platform,41.9840856,2.8279392
7415332538,PL. Josep Ferrater i Mora 1,mobility,platform,41.9840311,2.827969
7415332539,AV. Alvarez de Castro 5,mobility,platform,41.9814799,2.8197393
7415332540,La Salle,mobility,platform,41.9775969,2.8213681
7415332541,,mobility,platform,41.9674652,2.8375294
7415332542,,mobility,platform,41.9648617,2.8322129
7415332543,,mobility,platform,41.963517,2.83249
7415332544,,mobility,platform,41.9666868,2.8161997
7415332545,Hotel Bellavista,mobility,platform,41.9795141,2.8284066
7415332546,,mobility,platform,41.9662568,2.8080749
7415332547,,mobility,platform,42.0006589,2.8243308
7415332548,c. Torre Gironella,mobility,platform,41.9833512,2.8334143
7415332549,Av. St. Narcís / c. Sta. Eugènia,mobility,platform,41.9795819,2.8137404
7415332550,"Pujada Barrufa, 26",mobility,platform,41.9922867,2.8286598
7415332551,,mobility,platform,41.9950126,2.8038737
7415332552,Residència d'Estudiants,mobility,platform,41.959922,2.8198488
7415332553,c. Carme,mobility,platform,41.9806651,2.8242809
