synthetic_id,year_available,address,price,area,rooms,neighbourhood,floors,elevator,lat,lon
2015-0037,2015,"Calle Migdia, 9",1590,100,2,Migdia Casernes,2,True,41.933111870794676,2.801529542557765
2015-0038,2015,"Carme-Vistalegre, 51",1835,116,3,,5,True,41.97593844759189,2.8241110024677205
2015-0039,2015,"Calle de Bilbao, 55",1000,100,3,Sant Narcís,2,True,41.96994620506425,2.809298841578525
2015-0040,2015,"Ronda Ferran Puig, 59",1090,107,3,Devesa,3,True,41.98528479657259,2.817549693481623
2015-0041,2015,"Calle Doctor Pascual i Prats, 37",590,60,1,Carme-Vistalegre,1,False,41.97694096374475,2.82439977285301
2015-0042,2015,"Calle Auriga, 43",1305,57,2,Barri Vell,3,False,41.982661374128035,2.8253482606966194
2015-0043,2015,"Plaza Sant Pere, 47",815,61,1,Barri Vell,1,False,41.99014436852998,2.825434260143269
2015-0044,2015,"Plaza Sant Pere, 75",955,75,2,Barri Vell,2,False,41.98949530595257,2.825589593610832
2015-0045,2015,"Fontajau-Domeny, 39",825,91,3,,7,True,41.99195402851696,2.788867668972443
2015-0046,2015,"Barri Vell, 38",1080,57,2,,1,True,41.98456912910699,2.8252365414667966
2015-0047,2015,"Calle de les Ferreries Velles, 53",985,92,3,Barri Vell,1,True,41.98398224324027,2.825157018159306
2015-0048,2015,"Calle Isabel la Catòlica, 45",835,87,3,Carme-Vistalegre,3,True,41.56714469185755,1.6415373155571455
2015-0049,2015,"Calle de les Ballesteries, 36",605,58,1,Barri Vell,1,False,41.986771295930104,2.8247564514933403
2015-0050,2015,"Barri Vell, 39",1145,91,3,,1,True,41.98394950583577,2.824435616618864
2015-0051,2015,"Calle de Cristòfol Grober, 1",405,58,1,Barri Vell,0,True,41.98352230607561,2.820756467189909
2015-0052,2015,"Barri Vell, 4",1290,71,1,,1,False,41.98411359802114,2.8248621165758507
2015-0053,2015,"Calle Migdia, 65",1080,91,3,Eixample,0,False,41.97681585571261,2.820138081888684
2015-0054,2015,"Montjuïc, 78",2300,219,3,,1,True,41.995203337024584,2.8321447652490135
2015-0055,2015,"Gran Via de Jaume I, 36",520,68,1,Eixample,1,True,41.98296863799753,2.8195577805328513
2015-0056,2015,"Calle de Pedret, 66",925,40,2,Montjuïc,1,True,41.99089534554538,2.825926848240478
2015-0057,2015,"Fontajau-Domeny, 59",585,69,3,,7,False,41.99239149978616,2.788884829928488
2015-0058,2015,"Calle Migdia, 48",585,125,1,Migdia Casernes,2,True,41.95520719849666,2.792830164154741
2015-0059,2015,"CL Cardenal Margarit, 37",930,67,3,Eixample,4,True,41.97661865874094,2.8214366327682137
2015-0060,2015,"Calle de Santa Eugènia, 11",1020,116,2,Devesa,1,True,39.622562921111786,2.836448241145614
2015-0061,2015,"Calle de les Ferreries Velles, 10",1105,80,3,Barri Vell,1,True,41.98389039741452,2.824954042524005
2015-0062,2015,"Calle Andalusia, 12",1010,62,2,Talaia - Germans Sabat,1,False,41.99430759769483,2.8087207513350925
2015-0063,2015,"Calle del Riu Güell, 19",1910,214,2,Devesa,3,True,41.98585792392279,2.8197819643519817
2015-0064,2015,"Calle del Riu Güell, 11",795,88,2,Devesa,2,True,41.98114553884324,2.8135016755708944
2015-0065,2015,"Plaza Sant Pere, 74",855,78,2,Barri Vell,1,False,41.98997166413764,2.8246935781747355
2015-0066,2015,"Plaza d'Europa, 35",1080,98,4,Sant Narcís,5,True,41.97520624896318,2.8135006413486474
2015-0067,2015,"Plaza europa, 7",1145,116,4,Sant Narcís,4,True,41.97373080299119,2.809981843241905
2015-0068,2015,"Calle Riu Ser, 80",1415,208,4,Migdia Casernes,5,True,41.924305681084284,2.7638499551441047
2015-0069,2015,"Calle de Portlligat, 14",930,87,3,Pont Major-Pedret,2,False,42.10633244574504,3.137315468646997
2015-0070,2015,"Calle de Pedret, 36",1205,43,1,Montjuïc,2,True,41.9915012412708,2.8256473686047148
2015-0071,2015,"Eixample, 58",2335,119,3,,3,True,41.98001623201236,2.8183619867293155
2015-0072,2015,"Calle Riu Ser, 40",1630,195,4,Migdia Casernes,4,True,41.923932511381295,2.7643079600328253
2015-0073,2015,"Avenida de Lluís Pericot, 56",800,117,4,Montilivi-Pericot,1,True,41.969072658463716,2.8236503608060306
2015-0074,2015,"Calle Saragossa, 69",1120,177,4,Migdia Casernes,0,False,41.92376910550777,2.7639451251566007
2015-0075,2015,"Barri Vell, 28",780,112,3,,2,True,41.98438195301785,2.8244795532544225
2015-0076,2015,"Eixample, 23",860,138,3,,1,True,41.97972309570192,2.8183498663239543
2015-0077,2015,"Calle de Sant Agustí, 6",795,98,2,Migdia Casernes,4,True,41.92430033484455,2.763774287706238
2015-0078,2015,"Calle Isabel la Catòlica, 10",785,107,3,Carme-Vistalegre,3,True,41.56669967923795,1.6411569180180616
2015-0079,2015,"Calle de Cristòfol Grober, 71",355,57,1,Barri Vell,1,True,41.98388833416508,2.820709723739069
2015-0080,2015,"Calle Bisbe Lorenzana, 79",915,117,4,Eixample,0,True,41.978148707584495,2.8206565828334766
2015-0081,2015,"Abeuradors, 30",665,53,2,Barri Vell,2,True,41.983510493356505,2.8240908069595823
2015-0082,2015,"Montjuïc, 19",2310,305,4,,1,False,41.994983964295855,2.831694508503335
2015-0083,2015,"Abeuradors, 69",540,44,2,Barri Vell,2,True,41.983316419220365,2.823693948587814
2015-0084,2015,"Devesa, 10",895,87,1,,6,True,42.050765759019505,3.192040805494584
2015-0085,2015,"Barri Vell, 28",1200,67,1,,1,True,41.98380579851835,2.8249653172108933
2015-0086,2015,"Calle Narcís Blanch, 46",645,86,1,Migdia Casernes,4,True,41.97013282007914,2.81750228582564
2015-0087,2015,"Calle de les Ballesteries, 71",625,48,1,Barri Vell,1,False,41.985970297718396,2.8247935236690944
2015-0088,2015,"Montjuïc, 28",965,102,4,,3,True,41.99537945321099,2.8318997109265824
2015-0089,2015,"Calle del Carme, 69",825,108,2,Carme-Vistalegre,3,True,41.53722305657962,1.6596953109423784
2015-0090,2015,"Eixample, 51",990,168,2,,1,True,41.97991974650917,2.8183073777581167
2015-0091,2015,"Calle de Sant Joan Baptista la Salle, 36",955,114,2,Eixample,6,True,41.97745327155,2.8207356160959423
2015-0092,2015,"Calle Barcelona, 53",1495,90,2,Eixample,3,True,41.978362668603644,2.8184008897674984
2015-0093,2015,"Eixample, 69",1135,60,1,,2,True,41.98023756468778,2.818371539165281
2015-0094,2015,"Montseny, 13",745,130,3,Santa Eugenia,3,True,41.97521823272277,2.8050139566156393
2015-0095,2015,"Canigó, 45",1835,88,1,Barri Vell,1,True,41.98094300839303,2.826732134067431
2015-0096,2015,"Plaza europa, 63",1130,114,4,Sant Narcís,4,True,41.97383748229928,2.8101166216456592
2015-0097,2015,"Barri Vell, 37",1775,97,4,,1,True,41.98365081943339,2.8252165236192956
2015-0098,2015,"Barri Vell, 19",725,70,3,,5,True,41.984479889271626,2.824804484991024
2015-0099,2015,"Calle Barcelona, 24",1395,145,4,Eixample,1,True,41.965804814605065,2.812251744880657
2015-0100,2015,"Calle de Santa Eugènia, 21",960,81,2,Devesa,4,True,39.622654071885016,2.8365582374224005
2015-0101,2015,"Calle de Pedret, 34",1235,45,2,Montjuïc,1,True,41.99171776618009,2.825885564025057
2015-0102,2015,"Fontajau-Domeny, 59",660,65,4,,8,False,41.99218220436495,2.789029640866455
2015-0103,2015,"Calle Jaume Marquès i Casanovas, 45",680,100,4,Migdia Casernes,1,False,41.97016612580456,2.8222752718407835
2015-0104,2015,"Calle Jaume Marquès i Casanovas, 58",785,76,3,Migdia Casernes,1,False,41.970190194608755,2.82289871041577
2015-0105,2015,"Calle Mare de Déu del Remei, 5",900,98,3,Sant Narcís,2,True,41.97710038147142,2.812046784010309
2015-0106,2015,"Calle de les Ballesteries, 62",735,86,1,Barri Vell,3,False,41.985671375026385,2.8247166317675765
2015-0107,2015,"Eixample, 46",1190,95,4,,1,True,41.98015196120685,2.8180961712996724
2015-0108,2015,"Avenida de Sant Francesc, 72",1160,94,2,Barri Vell,1,True,41.98178700366531,2.820808446454027
2015-0109,2015,"Paseo de la Devesa, 52",455,35,1,Devesa,4,True,41.98187543146054,2.820947665770533
2015-0110,2015,"Calle de les Ballesteries, 31",715,79,1,Barri Vell,2,False,41.985631218232484,2.8254615180642193
2015-0111,2015,"Fontajau-Domeny, 17",705,107,3,,7,True,41.99352665610381,2.789300385672454
2015-0112,2015,"Eixample, 1",2480,125,3,,3,True,41.98015357277435,2.8184421955665595
2015-0113,2015,"Plaza d'Europa, 25",1065,81,4,Sant Narcís,3,False,41.97563947662684,2.8144151943009943
2015-0114,2015,"Barri Vell, 39",1145,59,2,,1,True,41.98440865928539,2.824613632115113
2015-0115,2015,"Calle Emili Grahit, 17",1870,165,4,Eixample,3,False,41.973317973965926,2.829857605263041
2015-0116,2015,"Avenida de Lluís Pericot, 21",800,141,4,Montilivi-Pericot,2,False,41.969532675000146,2.8242904842135936
2015-0117,2015,"Calle de les Ballesteries, 35",810,69,1,Barri Vell,3,False,41.985743574336894,2.824796476100753
2015-0118,2015,"Calle Mare de Déu del Remei, 8",930,80,3,Sant Narcís,3,True,41.977027765955114,2.8118887672530244
2015-0119,2015,"Eixample, 30",2200,90,1,,6,True,41.979747126439904,2.818212473245656
2015-0120,2015,"Calle de Sant Agustí, 5",905,69,2,Migdia Casernes,4,True,41.970348124490876,2.8211218240221374
2015-0121,2015,"Barri Vell, 36",1235,74,2,,1,True,41.98427515264741,2.825480652464061
2015-0122,2015,"Calle de Bilbao, 76",935,102,3,Sant Narcís,2,True,41.96977759226066,2.810253218199281
2015-0123,2015,"Calle Migdia, 11",1635,102,3,Migdia Casernes,3,True,41.93350848291984,2.80193691818787
2015-0124,2015,"Calle Andalusia, 3",680,80,2,Talaia - Germans Sabat,1,True,41.993372821687245,2.8086498657209154
2015-0125,2015,"Calle Andalusia, 30",1375,74,2,Talaia - Germans Sabat,1,True,41.99466316229659,2.808389790960528
2015-0126,2015,"Calle del Riu Güell, 38",595,89,2,Devesa,1,True,41.98136808176449,2.8132913167791433
2015-0127,2015,"Avenida de Sant Narcís, 74",1170,105,4,Sant Narcís,5,True,41.97852714542081,2.813965936605522
2015-0128,2015,"Eixample, 52",875,137,2,,1,True,41.980203143812815,2.81857701094181
2015-0129,2015,"Calle Barcelona, 26",2025,206,4,Eixample,1,True,41.96504271927057,2.812627312046499
2015-0130,2015,"Calle Migdia, 61",1690,105,3,Migdia Casernes,2,True,41.93341207974551,2.801776816048908
2015-0131,2015,"Barri Vell, 53",1890,126,4,,1,False,41.984106213919084,2.8247916580802492
2015-0132,2015,"Calle de les Ferreries Velles, 21",1040,93,3,Barri Vell,1,True,41.98414165278104,2.8246715560739264
2015-0133,2015,"Calle de Joan Maragall, 11",850,101,4,Eixample,2,True,41.97830484484833,2.8202359504097076
2015-0134,2015,"Calle Emili Grahit, 54",1830,171,4,Eixample,5,False,41.97323966852432,2.829211936980653
2015-0135,2015,"Avenida de Sant Narcís, 44",1020,108,4,Sant Narcís,5,True,41.97840889167678,2.8140445483337637
2015-0136,2015,"Calle de Bilbao, 57",980,108,3,Sant Narcís,2,True,41.96914156245486,2.8100511682384655
2015-0137,2015,"Rda. de San Antonio María Claret, 71",875,56,1,Eixample,1,False,41.88808731244978,2.741639253674586
2015-0138,2015,"Calle Andalusia, 74",1105,68,2,Talaia - Germans Sabat,1,False,41.99469360436995,2.8085799527241964
2015-0139,2015,"Calle Isabel la Catòlica, 25",825,93,3,Carme-Vistalegre,2,True,41.56742367037165,1.6410906898639361
2015-0140,2015,"Calle de Santiago, 4",985,75,2,Migdia Casernes,1,True,41.96837461491108,2.816081212203934
2015-0141,2015,"Calle Saragossa, 23",1030,175,4,Migdia Casernes,1,False,41.924247590046996,2.7642141257441204
2015-0142,2015,"Barri Vell, 16",720,116,3,,2,True,41.983905567102056,2.8244529124392432
2015-0143,2015,"Eixample, 13",1185,111,3,,1,True,41.979873183519004,2.8188058878866946
2015-0144,2015,"Calle Andalusia, 34",1120,53,1,Talaia - Germans Sabat,1,True,41.994436229753134,2.8087145041141226
2015-0145,2015,"Calle de Santa Clara, 62",1085,116,2,Barri Vell,4,False,41.98405506604881,2.8236232194869055
2015-0146,2015,"Plaza del Vi, 29",870,86,2,Barri Vell,4,True,41.9829126188725,2.824647610341541
2015-0147,2015,"Calle de la Font de la Teula, 71",1315,119,2,Fontajau-Domeny,1,False,41.9917289534612,2.8060174023726803
2015-0148,2015,"Plaza Poeta Marquina, 35",925,107,3,Eixample,5,True,41.980368244197145,2.8183975122780134
2015-0149,2015,"Carme-Vistalegre, 44",1485,121,3,,5,True,41.97601263850091,2.8241851167819747
2015-0150,2015,"Calle de Pedret, 60",1145,61,2,Barri Vell,4,False,41.99127971310797,2.826610058620946
2015-0151,2015,"Calle Saragossa, 7",780,190,5,Migdia Casernes,1,False,41.923817401954025,2.764582886071657
2015-0152,2015,"Plaza Poeta Marquina, 53",850,91,3,Eixample,5,True,41.98012180230567,2.817687452590307
2015-0153,2015,"Calle de Bilbao, 31",895,118,4,Sant Narcís,3,True,41.96939293594408,2.809459644405027
2015-0154,2015,"Carme-Vistalegre, 49",1860,36,2,,1,True,41.97562224158762,2.824484853304753
2015-0155,2015,"Calle de Santiago, 52",1430,76,3,Migdia Casernes,1,True,41.96889288961414,2.8161077036307667
2015-0156,2015,"Travesía de la Creu, 72",1005,90,2,Eixample,1,True,41.97556160003575,2.821528040066653
2015-0157,2015,"Barri Vell, 18",615,96,3,,2,True,41.98429428098802,2.8247208309138783
2015-0158,2015,"Barri Vell, 28",1415,84,3,,2,True,41.984178276759565,2.8248602129968443
2015-0159,2015,"Montjuïc, 56",2290,254,3,,1,True,41.995541486703814,2.831804669149689
2015-0160,2015,"Sant Narcís, 56",1200,66,3,,5,True,41.97364700581233,2.810119862111185
2015-0161,2015,"Calle de Sant Joan Baptista la Salle, 74",730,56,3,Eixample,1,True,41.97755295166258,2.820548102960637
2015-0162,2015,"Paseo de la Devesa, 14",445,35,1,Devesa,5,True,41.98110661257017,2.8217910758628615
2015-0163,2015,"Calle de Santa Eugènia, 9",945,88,3,Eixample,2,False,41.978499530646936,2.809318185029408
2015-0164,2015,"Calle Emili Grahit, 78",2245,148,4,Eixample,4,False,41.97358134841116,2.829854438521447
2015-0165,2015,"Calle del Carme, 46",520,57,2,Carme-Vistalegre,3,True,41.53696285270281,1.6595641323487345
2015-0166,2015,"Carme-Vistalegre, 43",1975,130,3,,5,False,41.97593180344037,2.8247685165930454
2015-0167,2015,"Montilivi-Pericot, 67",1350,230,4,,1,True,41.97356459126157,2.827006085571557
2015-0168,2015,"Barri Vell, 4",1930,94,4,,1,False,41.984318029886744,2.8255170528231206
2015-0169,2015,"Devesa, 63",810,91,2,,5,True,42.05080964493254,3.1909523142018488
2015-0170,2015,"Calle Emili Grahit, 62",1990,141,4,Eixample,4,False,41.97258514955955,2.830050281131507
2015-0171,2015,"Calle de Santa Clara, 20",1235,75,2,Barri Vell,4,False,41.983698742976344,2.82282299976646
2015-0172,2015,"Calle Barcelona, 46",935,142,4,Eixample,1,True,41.9654031174169,2.8126408133108867
2015-0173,2015,"CL Cardenal Margarit, 35",760,54,3,Eixample,4,True,41.97672663100868,2.8216222398818775
2015-0174,2015,"Migdia Casernes, 56",640,50,2,,4,False,41.924079963081226,2.7642220286302592
2015-0175,2015,"Calle de Bilbao, 16",950,119,3,Sant Narcís,2,True,41.969188635170916,2.809887338919474
2015-0176,2015,"Calle de Santa Eugènia, 53",1175,70,2,Devesa,4,False,39.622243314385585,2.836730779090684
2015-0177,2015,"Calle Can Cases, 32",3345,212,5,Talaia - Germans Sabat,0,False,41.97987488644232,2.820083853298659
2015-0178,2015,"Calle de Sant Agustí, 6",735,75,2,Migdia Casernes,4,False,41.92329703726904,2.7643996000151234
2015-0179,2015,"Calle Saragossa, 74",1100,178,4,Migdia Casernes,2,False,41.92336257356726,2.76438973632132
2015-0180,2015,"Avenida de Sant Francesc, 70",1340,65,3,Barri Vell,1,True,41.98250936942505,2.821809083417676
2015-0181,2015,"Calle dels Calderers, 64",610,52,2,Barri Vell,1,False,41.987730254917466,2.8246106273317233
2015-0182,2015,"Calle Barcelona, 46",1400,138,4,Eixample,1,False,41.9656026637467,2.8119666345651817
2015-0183,2015,"Montjuïc, 63",1025,136,4,,3,True,41.99549875922253,2.831720804567351
2015-0184,2015,"Montjuïc, 75",1865,283,4,,1,True,41.995141361593156,2.8319719599433233
2015-0185,2015,"Migdia Casernes, 6",985,164,3,,5,True,41.92356135235821,2.7648097820831667
2015-0186,2015,"Calle Narcís Blanch, 50",755,108,3,Migdia Casernes,2,True,41.92423735588251,2.7641953942653585
2015-0187,2015,"Carme-Vistalegre, 76",1705,132,3,,5,True,41.97541572156095,2.824602303249861
2015-0188,2015,"Calle de Joan Maragall, 48",2135,135,3,Eixample,1,True,41.97801280475909,2.8206732521954208
2015-0189,2015,"Eixample, 40",2295,137,3,,4,False,41.98076773393756,2.818892932030177
2015-0190,2015,"Barri Vell, 52",1660,89,4,,1,True,41.98476515437521,2.8248817370324666
2015-0191,2015,"Calle Andalusia, 66",1110,71,2,Talaia - Germans Sabat,1,False,41.994034616684544,2.808278872233224
2015-0192,2015,"Calle de les Ferreries Velles, 51",1000,89,3,Barri Vell,1,True,41.98349771336612,2.825074845607834
2015-0193,2015,"Montilivi-Pericot, 65",1670,249,4,,1,True,41.97425879962507,2.826210858626124
2015-0194,2015,"Calle de la Font de la Teula, 23",1480,119,3,Fontajau-Domeny,1,True,41.992043282859086,2.8052431541043323
2015-0195,2015,"Barri Vell, 16",1675,104,4,,1,False,41.9841382379542,2.8245944896019415
2015-0196,2015,"Ronda Ferran Puig, 22",875,94,3,Devesa,4,True,41.98475555627962,2.8168601115253256
2015-0197,2015,"Calle de les Ferreries Velles, 28",890,93,3,Barri Vell,1,True,41.98401505992311,2.825641254253341
2015-0198,2015,"Oriol Martorell, 29",1060,139,4,Migdia Casernes,3,True,41.923312302055464,2.7642040873873257
2015-0199,2015,"Calle de Pedret, 30",1065,63,2,Barri Vell,3,False,41.99090376233882,2.8262444847618204
2015-0200,2015,"Calle dels Calderers, 40",865,56,3,Barri Vell,5,False,41.98775360806855,2.8242398174710472
2015-0201,2015,"Barri Vell, 2",780,77,4,,5,True,41.984045920593815,2.8253709105940175
2015-0202,2015,"Pont Major-Pedret, 19",1420,83,3,,3,True,42.32439077856773,3.0889970279724146
2015-0203,2015,"Calle de Pedret, 49",1025,68,3,Barri Vell,3,False,41.99056122592342,2.826112488667564
2015-0204,2015,"Calle de Fontajau, 5",625,71,3,Fontajau-Domeny,2,True,41.991084027467764,2.8154079503753495
2015-0205,2015,"Talaia - Germans Sabat, 74",1095,88,2,,0,True,42.02304453861337,3.01093001926142
2015-0206,2015,"Calle Figuerola, 35",1250,87,3,Devesa,4,True,41.98468774378868,2.8198757179739404
2015-0207,2015,"Calle Migdia, 1",745,128,4,Migdia Casernes,0,True,41.93274169700747,2.801953829740367
2015-0208,2015,"Calle Migdia, 32",960,85,4,Migdia Casernes,1,False,41.93322612684176,2.8017843912993983
2015-0209,2015,"Calle de Sant Joan Baptista la Salle, 53",680,67,3,Eixample,1,True,41.97786680694616,2.8208293619428013
2015-0210,2015,"Avenida de Sant Francesc, 33",1120,77,2,Barri Vell,0,True,41.982306859722286,2.821453465718927
2015-0211,2015,"Calle de les Ferreries Velles, 64",800,89,2,Barri Vell,1,True,41.983494904008204,2.825139203757257
2015-0212,2015,"Ronda Pare Maria Claret, 76",635,101,3,Eixample,5,True,41.980127726335326,2.8187776156865243
2015-0213,2015,"Talaia - Germans Sabat, 6",1085,99,2,,1,True,42.02308078148825,3.0109908886331986
2015-0214,2015,"Fontajau-Domeny, 19",820,99,3,,7,True,41.992511865441664,2.788603665429685
2015-0215,2015,"Fontajau-Domeny, 13",610,61,4,,6,False,41.99292386144419,2.788991403449296
2015-0216,2015,"Plaza de Sant Pere, 41",880,74,2,Barri Vell,3,True,41.98939606607401,2.824696846872824
2015-0217,2015,"Calle Migdia, 37",1455,105,3,Eixample,1,True,41.97653620137269,2.821275486310277
2015-0218,2015,"Plaza europa, 77",955,101,4,Sant Narcís,4,True,41.97361039586921,2.8099252038791898
2015-0219,2015,"Calle Andalusia, 39",1015,53,1,Talaia - Germans Sabat,1,True,41.9943613575114,2.8083171954706896
2015-0220,2015,"Devesa, 71",820,73,2,,5,True,42.05036414898274,3.191617064097799
2016-0221,2016,"Calle Barcelona, 3",795,127,3,Eixample,5,True,41.965049415290586,2.812368436751817
2016-0222,2016,"Paseo de la Devesa, 60",510,37,1,Devesa,5,False,41.98106861409295,2.8211379795978853
2016-0223,2016,"Calle Andalusia, 19",1090,50,2,Talaia - Germans Sabat,1,True,41.99432994235705,2.808842476507938
2016-0224,2016,"Calle Can Cases, 67",3475,145,5,Talaia - Germans Sabat,2,True,41.979338979013086,2.8197688958929583
2016-0225,2016,"Calle del Carme, 67",1060,56,1,Carme-Vistalegre,1,True,41.5374352064285,1.6596082811977486
2016-0226,2016,"Migdia Casernes, 6",540,58,2,,4,True,41.92380775024577,2.7640766874670883
2016-0227,2016,"Migdia Casernes, 34",770,69,2,,4,True,41.92385040512882,2.76402441004568
2016-0228,2016,"Eixample, 64",2800,110,3,,3,False,41.98016414570603,2.8182904757740808
2016-0229,2016,"Calle de Santa Eugènia, 68",1165,71,3,Eixample,3,False,41.97873963888809,2.8102989831862035
2016-0230,2016,"Calle Bisbe Lorenzana, 46",1675,76,1,Eixample,1,True,41.97814185353776,2.8202704338181306
2016-0231,2016,"Travesía de la Creu, 56",760,77,2,Eixample,1,True,41.97580658466472,2.821768605292575
2016-0232,2016,"Eixample, 44",1470,161,4,,5,True,41.97973357068619,2.818876706579042
2016-0233,2016,"Travesía de la Creu, 40",735,81,2,Eixample,1,True,41.976293865107515,2.8221387509434477
2016-0234,2016,"Calle Auriga, 48",1065,74,1,Barri Vell,3,False,41.98175435144338,2.825025290566978
2016-0235,2016,"Calle Migdia, 35",1345,94,3,Eixample,1,True,41.976475671971144,2.8206131053214896
2016-0236,2016,"Plaza europa, 51",965,85,4,Sant Narcís,4,True,41.97410822029228,2.8093661553409857
2016-0237,2016,"Talaia - Germans Sabat, 59",1075,95,2,,1,True,42.0233167916529,3.0111411946881854
2016-0238,2016,"Calle Andalusia, 23",1340,37,1,Talaia - Germans Sabat,1,True,41.994454138318105,2.8087931589123882
2016-0239,2016,"Calle Barcelona, 43",1745,89,3,Eixample,4,True,41.97808780171938,2.818191384885508
2016-0240,2016,"Calle del Riu Güell, 14",2220,195,2,Devesa,3,True,41.98561480377117,2.819355295654058
2016-0241,2016,"Calle del Carme, 41",820,80,3,Carme-Vistalegre,2,True,41.536981634967,1.6597774134569674
2016-0242,2016,"Calle del Riu Güell, 61",2095,195,2,Devesa,2,True,41.98574040447398,2.819665123019316
2016-0243,2016,"Eixample, 5",1975,83,3,,2,False,41.98037722965195,2.8185249656427755
2016-0244,2016,"Calle de Santa Eugènia, 44",1090,81,2,Devesa,3,True,39.62229445803695,2.8362711421780027
2016-0245,2016,"Calle Saragossa, 77",1315,133,4,Migdia Casernes,1,False,41.92332917465341,2.764358456401467
2016-0246,2016,"Barri Vell, 77",910,85,2,,5,True,41.984384890505375,2.8244476391233433
2016-0247,2016,"Calle Isabel la Catòlica, 36",730,99,3,Carme-Vistalegre,3,True,41.56700407593978,1.6411095218197156
2016-0248,2016,"Carme-Vistalegre, 13",2150,114,3,,5,True,41.97567788108312,2.8248419921815504
