lat,lon,barri_oficial,price,area,price_per_m2,year_available
41.982422,2.821367,Centre,1650,80,20.625,2026
41.965464,2.812528,Eixample,3000,200,15.0,2026
41.98007,2.818438,Eixample,1500,156,9.615384615384615,2026
41.97382,2.809952,Eixample,1600,60,26.666666666666668,2026
41.984325,2.824916,Centre,2100,107,19.626168224299064,2026
41.975497,2.824881,Centre,900,69,13.043478260869565,2026
41.984325,2.824916,Centre,2100,107,19.626168224299064,2026
41.965464,2.812528,Eixample,1800,150,12.0,2026
41.968709,2.81615,Eixample,1700,71,23.943661971830984,2026
41.984325,2.824916,Centre,1500,52,28.846153846153847,2026
41.978459,2.820586,Eixample,3000,87,34.48275862068966,2026
41.984325,2.824916,Centre,1800,71,25.35211267605634,2026
41.98007,2.818438,Eixample,1800,101,17.821782178217823,2026
41.983855,2.825231,Centre,1600,123,13.008130081300813,2026
41.980574,2.817983,Eixample,1350,110,12.272727272727273,2026
41.994252,2.808535,Oest,1500,70,21.428571428571427,2026
41.994252,2.808535,Oest,1500,70,21.428571428571427,2026
41.969446,2.823917,Eixample,1154,118,9.779661016949152,2026
41.99131,2.825809,Nord,1500,45,33.333333333333336,2026
41.984325,2.824916,Centre,2200,94,23.404255319148938,2026
41.976997,2.811933,Eixample,1100,87,12.64367816091954,2026
41.975657,2.81439,Eixample,1650,105,15.714285714285714,2026
41.984325,2.824916,Centre,2500,124,20.161290322580644,2026
41.983021,2.824542,Centre,1400,100,14.0,2026
41.98007,2.818438,Eixample,3000,97,30.927835051546392,2026
41.978459,2.820586,Eixample,1550,110,14.090909090909092,2026
41.995144,2.831818,Montjuïc,1500,127,11.811023622047244,2026
41.984325,2.824916,Centre,640,60,10.666666666666666,2026
41.970227,2.8226,Eixample,990,90,11.0,2026
41.978387,2.820337,Eixample,1124,107,10.504672897196262,2026
41.984325,2.824916,Centre,950,110,8.636363636363637,2026
41.975657,2.81439,Eixample,1650,120,13.75,2026
41.982941,2.819809,Centre,800,75,10.666666666666666,2026
41.983438,2.824275,Centre,800,50,16.0,2026
41.98007,2.818438,Eixample,1800,142,12.67605633802817,2026
41.978387,2.820337,Eixample,3300,131,25.19083969465649,2026
41.983937,2.824952,Centre,1350,58,23.275862068965516,2026
41.975497,2.824881,Centre,2700,120,22.5,2026
41.975497,2.824881,Centre,2700,120,22.5,2026
41.975497,2.824881,Centre,2400,45,53.333333333333336,2026
41.983506,2.820898,Centre,550,55,10.0,2026
41.977527,2.82045,Eixample,1790,104,17.21153846153846,2026
41.981401,2.813302,Eixample,1000,89,11.235955056179776,2026
41.984325,2.824916,Centre,1287,80,16.0875,2026
41.975583,2.805483,Santa Eugènia de Ter,980,120,8.166666666666666,2026
41.978459,2.820586,Eixample,1735,73,23.767123287671232,2026
41.970637,2.820963,Eixample,1100,75,14.666666666666666,2026
41.98007,2.818438,Eixample,1400,120,11.666666666666666,2026
41.965464,2.812528,Eixample,1250,129,9.689922480620154,2026
41.984325,2.824916,Centre,1500,70,21.428571428571427,2026
41.984325,2.824916,Centre,1800,70,25.714285714285715,2026
41.98007,2.818438,Eixample,1500,100,15.0,2026
41.984325,2.824916,Centre,1150,90,12.777777777777779,2026
41.977527,2.82045,Eixample,1150,65,17.692307692307693,2026
41.976658,2.821332,Eixample,1050,59,17.796610169491526,2026
41.984754,2.824947,Centre,1200,75,16.0,2026
41.984809,2.819173,Eixample,1130,110,10.272727272727273,2026
41.98007,2.818438,Eixample,1500,60,25.0,2026
41.984325,2.824916,Centre,690,65,10.615384615384615,2026
41.984325,2.824916,Centre,1600,62,25.806451612903224,2026
41.969428,2.809759,Eixample,1290,97,13.29896907216495,2026
41.970037,2.817763,Eixample,900,70,12.857142857142858,2026
41.987702,2.824236,Centre,990,80,12.375,2026
41.97593,2.821806,Eixample,1200,80,15.0,2026
41.975497,2.824881,Centre,1125,128,8.7890625,2026
41.98007,2.818438,Eixample,1200,94,12.76595744680851,2026
41.96831834614794,2.81618835212095,Eixample,1145,62,18.467741935483872,2015
41.970975172362095,2.821103252802676,Eixample,695,67,10.373134328358208,2015
41.97679272113668,2.812299762401602,Eixample,755,91,8.296703296703297,2015
41.9849382463009,2.8198154942802613,Eixample,755,104,7.259615384615385,2015
41.97997409863509,2.818296888203712,Eixample,1945,105,18.523809523809526,2015
41.97835853449101,2.8206348259195315,Eixample,2255,84,26.845238095238095,2015
41.96551156190732,2.8127156771181903,Eixample,1215,133,9.135338345864662,2015
41.98421155123378,2.825305768489336,Centre,865,67,12.91044776119403,2015
41.986325092441234,2.8242998038730422,Centre,810,44,18.40909090909091,2015
41.984394802863406,2.824922555643657,Centre,1355,58,23.362068965517242,2015
41.97880953337377,2.814006061317745,Eixample,1295,105,12.333333333333334,2015
41.98782632282998,2.8239391385639903,Centre,535,70,7.642857142857143,2015
41.97588776273408,2.8221257940692364,Eixample,855,83,10.301204819277109,2015
41.98393920603009,2.825761378974074,Centre,1140,108,10.555555555555555,2015
41.98070854091973,2.818191583996233,Eixample,1160,94,12.340425531914894,2015
41.970030563691374,2.8227338216604445,Eixample,655,100,6.55,2015
41.98246999748408,2.821331408502167,Centre,1195,68,17.573529411764707,2015
41.9790197267976,2.8139539703311667,Eixample,935,111,8.423423423423424,2015
41.97636843328767,2.821473886295387,Eixample,755,67,11.26865671641791,2015
41.98336324455839,2.81983617547207,Centre,605,71,8.52112676056338,2015
41.9950437629678,2.832092770762707,Montjuïc,1670,302,5.529801324503311,2015
41.97722182734759,2.8247704346311013,Centre,615,50,12.3,2015
41.979744683578325,2.8184651469344884,Eixample,2445,129,18.953488372093023,2015
41.96911696432646,2.824468074058496,Sud,1145,93,12.311827956989248,2015
41.98565841664622,2.8251232012728185,Centre,750,83,9.036144578313253,2015
41.994085401834354,2.808676461556764,Oest,1185,69,17.17391304347826,2015
41.98407153258994,2.826156948278502,Centre,520,55,9.454545454545455,2015
41.97673634731508,2.820998276558405,Eixample,850,70,12.142857142857142,2015
41.97593844759189,2.8241110024677205,Centre,1835,116,15.818965517241379,2015
41.96994620506425,2.809298841578525,Eixample,1000,100,10.0,2015
41.98528479657259,2.817549693481623,Eixample,1090,107,10.186915887850468,2015
41.97694096374475,2.82439977285301,Centre,590,60,9.833333333333334,2015
41.98266137412804,2.82534826069662,Centre,1305,57,22.894736842105264,2015
41.99014436852998,2.825434260143269,Nord,815,61,13.360655737704919,2015
41.98456912910699,2.8252365414667966,Centre,1080,57,18.94736842105263,2015
41.98398224324027,2.825157018159306,Centre,985,92,10.706521739130435,2015
41.9867712959301,2.8247564514933403,Centre,605,58,10.431034482758621,2015
41.98394950583577,2.824435616618864,Centre,1145,91,12.582417582417582,2015
41.98352230607561,2.820756467189909,Centre,405,58,6.982758620689655,2015
41.98411359802114,2.8248621165758507,Centre,1290,71,18.169014084507044,2015
41.97681585571261,2.820138081888684,Eixample,1080,91,11.868131868131869,2015
41.99520333702458,2.832144765249013,Montjuïc,2300,219,10.502283105022832,2015
41.98296863799753,2.819557780532852,Eixample,520,68,7.647058823529412,2015
41.99089534554538,2.825926848240478,Nord,925,40,23.125,2015
41.97661865874094,2.8214366327682137,Eixample,930,67,13.880597014925373,2015
41.98389039741452,2.824954042524005,Centre,1105,80,13.8125,2015
41.99430759769483,2.8087207513350925,Oest,1010,62,16.29032258064516,2015
41.98585792392279,2.8197819643519817,Eixample,1910,214,8.925233644859814,2015
41.98114553884324,2.8135016755708944,Eixample,795,88,9.034090909090908,2015
41.98997166413764,2.8246935781747355,Nord,855,78,10.961538461538462,2015
41.97520624896318,2.8135006413486474,Eixample,1080,98,11.020408163265307,2015
41.97373080299119,2.809981843241905,Eixample,1145,116,9.870689655172415,2015
41.9915012412708,2.8256473686047148,Nord,1205,43,28.023255813953487,2015
41.98001623201236,2.8183619867293155,Eixample,2335,119,19.6218487394958,2015
41.96907265846372,2.8236503608060306,Eixample,800,117,6.837606837606837,2015
41.98438195301785,2.8244795532544225,Centre,780,112,6.964285714285714,2015
41.97972309570192,2.8183498663239543,Eixample,860,138,6.231884057971015,2015
41.98388833416508,2.820709723739069,Centre,355,57,6.228070175438597,2015
41.978148707584495,2.8206565828334766,Eixample,915,117,7.82051282051282,2015
41.983510493356505,2.8240908069595823,Centre,665,53,12.547169811320755,2015
41.994983964295855,2.831694508503335,Montjuïc,2310,305,7.573770491803279,2015
41.983316419220365,2.823693948587814,Centre,540,44,12.272727272727273,2015
41.98380579851835,2.8249653172108933,Centre,1200,67,17.91044776119403,2015
41.97013282007914,2.81750228582564,Eixample,645,86,7.5,2015
41.9859702977184,2.8247935236690944,Centre,625,48,13.020833333333334,2015
41.99537945321099,2.8318997109265824,Montjuïc,965,102,9.46078431372549,2015
41.97991974650917,2.8183073777581167,Eixample,990,168,5.892857142857143,2015
41.97745327155,2.8207356160959423,Eixample,955,114,8.37719298245614,2015
41.97836266860365,2.8184008897674984,Eixample,1495,90,16.61111111111111,2015
41.98023756468778,2.818371539165281,Eixample,1135,60,18.916666666666668,2015
41.97521823272277,2.80501395661564,Santa Eugènia de Ter,745,130,5.730769230769231,2015
41.97383748229928,2.8101166216456592,Eixample,1130,114,9.912280701754385,2015
41.98365081943339,2.825216523619296,Centre,1775,97,18.298969072164947,2015
41.984479889271626,2.824804484991024,Centre,725,70,10.357142857142858,2015
41.965804814605065,2.812251744880657,Eixample,1395,145,9.620689655172415,2015
41.99171776618009,2.825885564025057,Nord,1235,45,27.444444444444443,2015
41.97016612580456,2.8222752718407835,Eixample,680,100,6.8,2015
41.97019019460876,2.82289871041577,Eixample,785,76,10.328947368421053,2015
41.97710038147142,2.812046784010309,Eixample,900,98,9.183673469387756,2015
41.98567137502639,2.8247166317675765,Centre,735,86,8.546511627906977,2015
41.98015196120685,2.8180961712996724,Eixample,1190,95,12.526315789473685,2015
41.98178700366531,2.820808446454027,Centre,1160,94,12.340425531914894,2015
41.98187543146054,2.820947665770533,Centre,455,35,13.0,2015
41.98563121823248,2.82546151806422,Centre,715,79,9.050632911392405,2015
41.98015357277435,2.8184421955665595,Eixample,2480,125,19.84,2015
41.97563947662684,2.8144151943009943,Eixample,1065,81,13.148148148148149,2015
41.98440865928539,2.824613632115113,Centre,1145,59,19.406779661016948,2015
41.973317973965926,2.829857605263041,Sud,1870,165,11.333333333333334,2015
41.96953267500015,2.8242904842135936,Sud,800,141,5.673758865248227,2015
41.985743574336894,2.824796476100753,Centre,810,69,11.73913043478261,2015
41.97702776595512,2.8118887672530244,Eixample,930,80,11.625,2015
41.979747126439904,2.818212473245656,Eixample,2200,90,24.444444444444443,2015
41.97034812449088,2.8211218240221374,Eixample,905,69,13.115942028985508,2015
41.98427515264741,2.825480652464061,Centre,1235,74,16.68918918918919,2015
41.96977759226066,2.810253218199281,Eixample,935,102,9.166666666666666,2015
41.993372821687245,2.808649865720916,Oest,680,80,8.5,2015
41.99466316229659,2.808389790960528,Oest,1375,74,18.58108108108108,2015
41.98136808176449,2.813291316779144,Eixample,595,89,6.685393258426966,2015
41.97852714542081,2.813965936605522,Eixample,1170,105,11.142857142857142,2015
41.980203143812815,2.81857701094181,Eixample,875,137,6.386861313868613,2015
41.96504271927057,2.812627312046499,Eixample,2025,206,9.830097087378642,2015
41.98410621391909,2.824791658080249,Centre,1890,126,15.0,2015
41.98414165278104,2.8246715560739264,Centre,1040,93,11.182795698924732,2015
41.97830484484833,2.820235950409708,Eixample,850,101,8.415841584158416,2015
41.97323966852432,2.829211936980653,Sud,1830,171,10.701754385964913,2015
41.97840889167678,2.814044548333764,Eixample,1020,108,9.444444444444445,2015
41.99469360436995,2.8085799527241964,Oest,1105,68,16.25,2015
41.96837461491108,2.816081212203934,Eixample,985,75,13.133333333333333,2015
41.983905567102056,2.8244529124392432,Centre,720,116,6.206896551724138,2015
41.97987318351901,2.8188058878866946,Eixample,1185,111,10.675675675675675,2015
41.994436229753134,2.8087145041141226,Oest,1120,53,21.132075471698112,2015
41.98405506604881,2.823623219486905,Centre,1085,116,9.35344827586207,2015
41.9829126188725,2.824647610341541,Centre,870,86,10.116279069767442,2015
41.9917289534612,2.8060174023726803,Oest,1315,119,11.050420168067227,2015
41.980368244197145,2.8183975122780134,Eixample,925,107,8.644859813084112,2015
41.97601263850091,2.8241851167819747,Centre,1485,121,12.272727272727273,2015
41.99127971310797,2.826610058620946,Montjuïc,1145,61,18.770491803278688,2015
41.98012180230567,2.817687452590307,Eixample,850,91,9.340659340659341,2015
41.97562224158762,2.824484853304753,Centre,1860,36,51.666666666666664,2015
41.96889288961414,2.8161077036307667,Eixample,1430,76,18.81578947368421,2015
41.97556160003575,2.821528040066653,Eixample,1005,90,11.166666666666666,2015
41.98429428098802,2.8247208309138783,Centre,615,96,6.40625,2015
41.984178276759565,2.8248602129968443,Centre,1415,84,16.845238095238095,2015
41.99554148670381,2.831804669149689,Montjuïc,2290,254,9.015748031496063,2015
41.97364700581233,2.810119862111185,Eixample,1200,66,18.181818181818183,2015
41.97755295166258,2.820548102960637,Eixample,730,56,13.035714285714286,2015
41.98110661257017,2.821791075862861,Centre,445,35,12.714285714285714,2015
41.97358134841116,2.829854438521447,Sud,2245,148,15.16891891891892,2015
41.97593180344037,2.8247685165930454,Centre,1975,130,15.192307692307692,2015
41.97356459126157,2.827006085571557,Sud,1350,230,5.869565217391305,2015
41.98431802988674,2.8255170528231206,Centre,1930,94,20.53191489361702,2015
41.97258514955955,2.830050281131507,Sud,1990,141,14.113475177304965,2015
41.98369874297634,2.82282299976646,Centre,1235,75,16.466666666666665,2015
41.9654031174169,2.8126408133108867,Eixample,935,142,6.584507042253521,2015
41.97672663100868,2.821622239881877,Eixample,760,54,14.074074074074074,2015
41.97987488644232,2.820083853298659,Eixample,3345,212,15.778301886792454,2015
41.98250936942505,2.821809083417676,Centre,1340,65,20.615384615384617,2015
41.987730254917466,2.824610627331724,Centre,610,52,11.73076923076923,2015
41.9656026637467,2.8119666345651817,Eixample,1400,138,10.144927536231885,2015
41.99549875922253,2.831720804567351,Montjuïc,1025,136,7.536764705882353,2015
41.99514136159316,2.831971959943324,Montjuïc,1865,283,6.590106007067138,2015
41.97541572156095,2.824602303249861,Centre,1705,132,12.916666666666666,2015
41.97801280475909,2.8206732521954208,Eixample,2135,135,15.814814814814815,2015
41.98076773393756,2.818892932030177,Eixample,2295,137,16.751824817518248,2015
41.98476515437521,2.8248817370324666,Centre,1660,89,18.651685393258425,2015
41.994034616684544,2.808278872233224,Oest,1110,71,15.633802816901408,2015
41.98349771336612,2.825074845607834,Centre,1000,89,11.235955056179776,2015
41.97425879962507,2.826210858626124,Sud,1670,249,6.706827309236948,2015
41.992043282859086,2.8052431541043323,Oest,1480,119,12.436974789915967,2015
41.9841382379542,2.824594489601941,Centre,1675,104,16.10576923076923,2015
41.98475555627962,2.8168601115253256,Eixample,875,94,9.308510638297872,2015
41.98401505992311,2.825641254253341,Centre,890,93,9.56989247311828,2015
41.99090376233882,2.8262444847618204,Nord,1065,63,16.904761904761905,2015
41.98775360806855,2.8242398174710472,Centre,865,56,15.446428571428571,2015
41.984045920593815,2.825370910594017,Centre,780,77,10.12987012987013,2015
41.99056122592342,2.826112488667564,Nord,1025,68,15.073529411764707,2015
41.99108402746776,2.815407950375349,Oest,625,71,8.80281690140845,2015
41.98468774378868,2.8198757179739404,Eixample,1250,87,14.367816091954023,2015
41.97786680694616,2.8208293619428013,Eixample,680,67,10.149253731343284,2015
41.982306859722286,2.821453465718927,Centre,1120,77,14.545454545454545,2015
41.98349490400821,2.825139203757257,Centre,800,89,8.98876404494382,2015
41.980127726335326,2.8187776156865243,Eixample,635,101,6.287128712871287,2015
41.97653620137269,2.821275486310277,Eixample,1455,105,13.857142857142858,2015
41.97361039586921,2.8099252038791898,Eixample,955,101,9.455445544554456,2015
41.9943613575114,2.8083171954706896,Oest,1015,53,19.150943396226417,2015
41.965049415290586,2.812368436751817,Eixample,795,127,6.25984251968504,2016
41.98106861409295,2.8211379795978853,Centre,510,37,13.783783783783784,2016
41.99432994235705,2.808842476507938,Oest,1090,50,21.8,2016
41.979338979013086,2.8197688958929583,Eixample,3475,145,23.96551724137931,2016
41.98016414570603,2.8182904757740808,Eixample,2800,110,25.454545454545453,2016
41.97814185353776,2.8202704338181306,Eixample,1675,76,22.039473684210527,2016
41.97580658466472,2.821768605292575,Eixample,760,77,9.87012987012987,2016
41.97973357068619,2.818876706579042,Eixample,1470,161,9.130434782608695,2016
41.97629386510752,2.822138750943448,Eixample,735,81,9.074074074074074,2016
41.98175435144338,2.825025290566978,Centre,1065,74,14.391891891891891,2016
41.97647567197114,2.8206131053214896,Eixample,1345,94,14.308510638297872,2016
41.97410822029228,2.8093661553409857,Eixample,965,85,11.352941176470589,2016
41.994454138318105,2.808793158912388,Oest,1340,37,36.21621621621622,2016
41.97808780171938,2.818191384885508,Eixample,1745,89,19.60674157303371,2016
41.98561480377117,2.819355295654058,Eixample,2220,195,11.384615384615385,2016
41.98574040447398,2.819665123019316,Eixample,2095,195,10.743589743589743,2016
41.98037722965195,2.8185249656427755,Eixample,1975,83,23.795180722891565,2016
41.984384890505375,2.824447639123344,Centre,910,85,10.705882352941176,2016
41.97567788108312,2.8248419921815504,Centre,2150,114,18.859649122807017,2016
41.9858388699636,2.824970946212333,Centre,870,43,20.232558139534884,2016
41.98037760441027,2.8183428139824245,Eixample,930,39,23.846153846153847,2016
41.97806528140087,2.817892065478309,Eixample,1440,112,12.857142857142858,2016
41.969834052990535,2.823511970264562,Eixample,1075,140,7.678571428571429,2016
41.97337744805792,2.8294976253347923,Sud,1480,163,9.079754601226995,2016
41.98067028893048,2.818454923470151,Eixample,1145,95,12.052631578947368,2016
41.984597418853056,2.824555191024229,Centre,1075,55,19.545454545454547,2016
41.98410468367278,2.825061528160549,Centre,875,92,9.51086956521739,2016
41.98234140700897,2.825631976004891,Centre,940,85,11.058823529411764,2016
41.97935218752356,2.819775865159359,Eixample,3715,217,17.119815668202765,2016
41.9835611154538,2.822768926968722,Centre,1240,97,12.783505154639176,2016
41.98403915485208,2.82109563921051,Centre,405,48,8.4375,2016
41.980212980890194,2.818442404041967,Eixample,1010,102,9.901960784313726,2016
41.98324743350549,2.825103623158088,Centre,875,88,9.943181818181818,2016
41.98029105095927,2.8182992332851025,Eixample,2185,116,18.836206896551722,2016
41.98254006018799,2.824755588566705,Centre,1270,97,13.092783505154639,2016
41.98799136520467,2.824226298864392,Centre,780,97,8.041237113402062,2016
41.97840394900759,2.819951160988987,Eixample,2430,128,18.984375,2016
41.97525564201093,2.8243385567859387,Centre,2405,132,18.21969696969697,2016
41.9754293815742,2.805903264558094,Santa Eugènia de Ter,640,95,6.7368421052631575,2016
41.99431157358621,2.8086818151816817,Oest,1075,51,21.07843137254902,2016
41.98687726510087,2.8258032622045177,Centre,840,72,11.666666666666666,2016
41.970547538620174,2.82262940057423,Eixample,970,90,10.777777777777779,2016
41.9820941555362,2.824914720871325,Centre,990,65,15.23076923076923,2016
41.99105597677213,2.825486328314157,Nord,1140,43,26.511627906976745,2016
41.98416853840656,2.824632813942584,Centre,1115,83,13.433734939759036,2016
41.99403048702574,2.8083501474747474,Oest,1000,54,18.51851851851852,2016
41.98700830859943,2.8261983185354915,Centre,895,62,14.435483870967742,2016
41.98404567795362,2.8246162565326007,Centre,955,76,12.56578947368421,2016
41.9782990751584,2.8139031694628,Eixample,1150,118,9.745762711864407,2016
41.96980649330213,2.817788798044224,Eixample,605,69,8.768115942028986,2016
41.98310418685936,2.82468752453012,Centre,910,103,8.83495145631068,2016
41.98429794227599,2.824645248048067,Centre,455,71,6.408450704225352,2016
41.983668844413806,2.824756349895162,Centre,1085,111,9.774774774774775,2016
41.97402254339797,2.809237619797964,Eixample,1380,109,12.660550458715596,2016
41.97951609889666,2.818301355625344,Eixample,2645,128,20.6640625,2016
41.97847008760257,2.820474567740864,Eixample,2550,100,25.5,2016
41.99459444423044,2.8088958102419608,Oest,1055,89,11.853932584269662,2016
41.99505216428547,2.8316709333549883,Montjuïc,1000,141,7.092198581560283,2016
41.980650614355056,2.8184420127438146,Eixample,2265,67,33.80597014925373,2016
41.98447383621242,2.825025899880095,Centre,1285,78,16.474358974358974,2016
41.99459407598429,2.808538514925316,Oest,835,89,9.382022471910112,2016
41.98462490220596,2.8246453666585456,Centre,1535,132,11.628787878787879,2016
41.97088735766422,2.821277849581759,Eixample,900,75,12.0,2016
41.969155059881466,2.823864090214853,Eixample,785,115,6.826086956521739,2016
41.98012926688476,2.81808244462584,Eixample,795,131,6.068702290076335,2016
41.9788939995455,2.817767592922012,Eixample,1560,102,15.294117647058824,2016
41.97581967236501,2.80515280162073,Santa Eugènia de Ter,705,156,4.519230769230769,2016
41.97635729344408,2.8207487893073315,Eixample,1320,95,13.894736842105264,2016
41.98453021137394,2.8247317745673968,Centre,915,50,18.3,2016
41.993754033635575,2.8086276397830545,Oest,1000,79,12.658227848101266,2016
41.98044017918646,2.818277057261501,Eixample,1035,95,10.894736842105264,2016
41.98379375111029,2.82614921995336,Centre,530,49,10.816326530612244,2016
41.98529959476008,2.825222990892932,Centre,890,81,10.987654320987655,2016
41.96995277997974,2.8182279671698387,Eixample,630,65,9.692307692307692,2016
41.9902376165664,2.8247863402174427,Nord,1065,76,14.013157894736842,2016
41.9797750694217,2.818520924309276,Eixample,1500,125,12.0,2016
41.97690380292912,2.822113087889625,Eixample,745,59,12.627118644067796,2016
41.97537605119692,2.8250433392514656,Centre,1810,113,16.01769911504425,2016
41.97695202075975,2.8200721760799885,Eixample,1130,105,10.761904761904763,2016
41.98274871474817,2.824552944226685,Centre,810,94,8.617021276595745,2016
41.98357123212459,2.8208872525760005,Centre,400,60,6.666666666666667,2016
41.9654273748336,2.8118702369527577,Eixample,2080,183,11.366120218579235,2016
41.98330631755624,2.8200848271029937,Centre,710,86,8.255813953488373,2016
41.98381155805208,2.824851426663028,Centre,1465,58,25.25862068965517,2016
41.96541150958898,2.812841692036063,Eixample,2000,228,8.771929824561404,2016
41.9784628378865,2.814135244811316,Eixample,1140,116,9.827586206896552,2016
41.98293426687171,2.8242425299985032,Centre,560,47,11.914893617021276,2016
41.98613340345596,2.8249498548432874,Centre,655,50,13.1,2016
41.9800480345028,2.818552381417024,Eixample,1005,106,9.481132075471699,2016
41.98461539964136,2.8248899120073183,Centre,495,53,9.339622641509434,2016
41.991497255281736,2.825559021222539,Nord,1440,50,28.8,2016
41.98044136510637,2.818524067335488,Eixample,705,99,7.121212121212121,2016
41.97531610650623,2.824763332196124,Centre,1600,117,13.675213675213675,2016
41.97599421283606,2.824675633192746,Centre,1840,110,16.727272727272727,2016
41.984294860845885,2.824985962046219,Centre,1180,126,9.365079365079366,2016
41.98544118042668,2.824602948986136,Centre,900,94,9.574468085106384,2016
41.9819927839766,2.82455365565003,Centre,1295,79,16.39240506329114,2016
41.98021555946944,2.8183661148533696,Eixample,1080,111,9.72972972972973,2016
41.978356521149,2.818365690441836,Eixample,1500,106,14.150943396226415,2016
41.95800507112828,2.819977150961226,Sud,885,97,9.123711340206185,2016
41.9829846890943,2.8199269689330952,Centre,535,72,7.430555555555555,2016
41.978436569323534,2.8202439379430047,Eixample,1675,90,18.61111111111111,2016
41.99152637668433,2.825921670891647,Nord,1030,60,17.166666666666668,2016
41.99502590875861,2.8313322784539645,Montjuïc,2100,298,7.046979865771812,2016
41.97868404447897,2.820847592649916,Eixample,1570,98,16.020408163265305,2016
41.965265679271255,2.8126783256297867,Eixample,1345,146,9.212328767123287,2016
41.97989814469105,2.81860609875347,Eixample,1075,141,7.624113475177305,2016
41.97977542704621,2.818181342064128,Eixample,1125,144,7.8125,2016
41.99120067147458,2.825682847496969,Nord,1040,35,29.714285714285715,2016
41.965716952293,2.8120657796511206,Eixample,2300,200,11.5,2016
41.99155134881111,2.825801693082001,Nord,1595,70,22.785714285714285,2016
41.98429273987672,2.825082299001389,Centre,980,89,11.01123595505618,2016
41.97583111878946,2.814609544018296,Eixample,1125,137,8.211678832116789,2016
41.97841246091314,2.821015275705648,Eixample,1515,68,22.279411764705884,2016
41.98389284955893,2.825129118492318,Centre,1065,127,8.385826771653543,2016
41.99059678525751,2.826454041614684,Nord,1425,70,20.357142857142858,2016
41.98540991528126,2.824321486245016,Centre,765,88,8.693181818181818,2016
41.98420584170702,2.824816267239698,Centre,1475,94,15.691489361702128,2016
41.97574332655421,2.821383880381665,Eixample,1000,89,11.235955056179776,2016
41.98188804981189,2.8254293666867656,Centre,1035,91,11.373626373626374,2016
41.97582016310123,2.814244503082721,Eixample,1530,121,12.644628099173554,2016
41.99456891567581,2.808308434174175,Oest,800,59,13.559322033898304,2016
41.980449547983646,2.818445334616576,Eixample,2430,103,23.59223300970874,2016
41.95879580870992,2.8207117810327214,Sud,870,93,9.35483870967742,2016
41.97854636696857,2.820371139869602,Eixample,2495,126,19.8015873015873,2016
41.97527611806503,2.824889498023525,Centre,1465,56,26.160714285714285,2016
41.9843090091393,2.8249067768503218,Centre,1520,86,17.674418604651162,2016
41.991772486675245,2.805302970340183,Oest,1855,117,15.854700854700855,2016
41.97580787822244,2.8218101604012364,Eixample,1075,89,12.07865168539326,2016
41.96583870680906,2.812734307655535,Eixample,1170,110,10.636363636363637,2016
41.98802009816144,2.824154881033259,Centre,800,65,12.307692307692308,2016
41.984154986092406,2.8247267115208605,Centre,800,105,7.619047619047619,2016
41.97970238246016,2.818888370759148,Eixample,1400,106,13.20754716981132,2016
41.98525604556414,2.8170717335219284,Eixample,990,115,8.608695652173912,2016
