synthetic_id,year_available,address,rooms,price,floors,lon,elevator,lat,area,neighbourhood,districte,section,district_id,section_id,census_tract_INE,census_tract_IDESCAT,barri_oficial
,2026,Calle de la Font de la Teula,3.0,1900,,2.805486,,41.99181,113,Fontajau-Domeny,6.0,4,06,004,1707906004,17079206004,Oest
,2026,Calle Juli Garreta,2.0,1300,5.0,2.819229,True,41.978954,70,Eixample,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Calle Figuerola,3.0,1550,3.0,2.819772,True,41.985352,87,Devesa,3.0,3,03,003,1707903003,17079203003,Eixample
,2026,Calle de Santa Clara,2.0,1600,4.0,2.823177,False,41.983803,107,Barri Vell,3.0,1,03,001,1707903001,17079203001,Centre
,2026,Calle Auriga,2.0,1500,3.0,2.825123,False,41.98231,66,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
,2026,Calle Andalusia,1.0,1500,,2.808535,,41.994252,50,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
,2026,Calle Andalusia,2.0,1500,,2.808535,,41.994252,70,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
,2026,Calle Andalusia,2.0,1500,,2.808535,,41.994252,70,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
,2026,Calle de les Ferreries Velles,3.0,1250,,2.825042,,41.984028,89,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Avenida de Lluís Pericot,4.0,1200,2.0,2.823917,True,41.969446,127,Montilivi-Pericot,2.0,10,02,010,1707902010,17079202010,Eixample
,2026,Calle dels Calderers,2.0,1100,5.0,2.824147,False,41.987587,50,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle Can Cases,5.0,5000,,2.819944,,41.979301,199,Talaia - Germans Sabat,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Montjuïc,4.0,2800,,2.831818,,41.995144,304,,5.0,1,05,001,1707905001,17079205001,Montjuïc
,2026,Barri Vell,3.0,1800,1.0,2.824916,True,41.984325,96,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Avenida de Sant Francesc,2.0,1650,1.0,2.821367,True,41.982422,80,Barri Vell,2.0,1,02,001,1707902001,17079202001,Centre
,2026,Calle Barcelona,4.0,3000,1.0,2.812528,False,41.965464,200,Eixample,2.0,22,02,022,1707902022,17079202022,Eixample
,2026,Eixample,2.0,1500,,2.818438,,41.98007,156,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Sant Narcís,3.0,1600,5.0,2.809952,True,41.97382,60,,3.0,6,03,006,1707903006,17079203006,Eixample
,2026,Barri Vell,2.0,2100,2.0,2.824916,True,41.984325,107,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,CL Carme,2.0,900,6.0,2.824881,True,41.975497,69,Carme-Vistalegre,1.0,3,01,003,1707901003,17079201003,Centre
,2026,Barri Vell,2.0,2100,1.0,2.824916,True,41.984325,107,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle Barcelona,4.0,1800,1.0,2.812528,True,41.965464,150,Eixample,2.0,22,02,022,1707902022,17079202022,Eixample
,2026,Calle de Santiago,2.0,1700,,2.81615,,41.968709,71,Migdia Casernes,2.0,11,02,011,1707902011,17079202011,Eixample
,2026,Barri Vell,1.0,1500,4.0,2.824916,True,41.984325,52,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle Bisbe Lorenzana,2.0,3000,1.0,2.820586,True,41.978459,87,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,Barri Vell,2.0,1800,1.0,2.824916,False,41.984325,71,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Eixample,3.0,1800,1.0,2.818438,True,41.98007,101,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Calle dels Ciutadans,4.0,1600,2.0,2.825231,True,41.983855,123,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
,2026,Plaza Poeta Marquina,3.0,1350,5.0,2.817983,True,41.980574,110,Eixample,2.0,2,02,002,1707902002,17079202002,Eixample
,2026,Calle Andalusia,2.0,1500,1.0,2.808535,False,41.994252,70,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
,2026,Calle Andalusia,2.0,1500,1.0,2.808535,False,41.994252,70,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
,2026,Avenida de Lluís Pericot,4.0,1154,,2.823917,,41.969446,118,Montilivi-Pericot,2.0,10,02,010,1707902010,17079202010,Eixample
,2026,Calle de Pedret,2.0,1500,,2.825809,,41.99131,45,Montjuïc,5.0,2,05,002,1707905002,17079205002,Nord
,2026,Barri Vell,3.0,2200,2.0,2.824916,True,41.984325,94,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle Mare de Déu del Remei,3.0,1100,2.0,2.811933,True,41.976997,87,Sant Narcís,3.0,16,03,016,1707903016,17079203016,Eixample
,2026,Plaza d'Europa,4.0,1650,2.0,2.81439,True,41.975657,105,Sant Narcís,3.0,7,03,007,1707903007,17079203007,Eixample
,2026,Barri Vell,4.0,2500,1.0,2.824916,False,41.984325,124,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Plaza del Vi,2.0,1400,4.0,2.824542,False,41.983021,100,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
,2026,Eixample,2.0,3000,5.0,2.818438,True,41.98007,97,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Calle Bisbe Lorenzana,4.0,1550,1.0,2.820586,False,41.978459,110,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,Montjuïc,4.0,1500,3.0,2.831818,True,41.995144,127,,5.0,1,05,001,1707905001,17079205001,Montjuïc
,2026,Barri Vell,2.0,640,4.0,2.824916,False,41.984325,60,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle Jaume Marquès i Casanovas,3.0,990,1.0,2.8226,False,41.970227,90,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
,2026,Calle de Joan Maragall,4.0,1124,,2.820337,,41.978387,107,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,Barri Vell,3.0,950,2.0,2.824916,True,41.984325,110,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Plaza d'Europa,4.0,1650,4.0,2.81439,True,41.975657,120,Sant Narcís,3.0,7,03,007,1707903007,17079203007,Eixample
,2026,Gran Via de Jaume I,2.0,800,1.0,2.819809,True,41.982941,75,Eixample,3.0,1,03,001,1707903001,17079203001,Centre
,2026,Abeuradors,,800,2.0,2.824275,True,41.983438,50,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
,2026,Eixample,4.0,1800,5.0,2.818438,True,41.98007,142,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Calle de Joan Maragall,3.0,3300,,2.820337,,41.978387,131,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,"Calle Nou, 6",2.0,1350,1.0,2.824952,True,41.983937,58,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
,2026,Carme-Vistalegre,3.0,2700,1.0,2.824881,True,41.975497,120,,1.0,3,01,003,1707901003,17079201003,Centre
,2026,Carme-Vistalegre,3.0,2700,5.0,2.824881,True,41.975497,120,,1.0,3,01,003,1707901003,17079201003,Centre
,2026,Carme-Vistalegre,2.0,2400,1.0,2.824881,True,41.975497,45,,1.0,3,01,003,1707901003,17079201003,Centre
,2026,"Calle de Cristòfol Grober, 34",1.0,550,1.0,2.820898,True,41.983506,55,Barri Vell,3.0,1,03,001,1707903001,17079203001,Centre
,2026,"Calle de Sant Joan Baptista la Salle, 6",2.0,1790,6.0,2.82045,True,41.977527,104,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,"Calle del Riu Güell, 59",2.0,1000,2.0,2.813302,True,41.981401,89,Devesa,3.0,20,03,020,1707903020,17079203020,Eixample
,2026,Barri Vell,2.0,1287,1.0,2.824916,True,41.984325,80,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,"Montseny, 41",3.0,980,4.0,2.805483,True,41.975583,120,Santa Eugenia,3.0,11,03,011,1707903011,17079203011,Santa Eugènia de Ter
,2026,Calle Bisbe Lorenzana,1.0,1735,1.0,2.820586,True,41.978459,73,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,"Calle de Sant Agustí, 46",2.0,1100,4.0,2.820963,True,41.970637,75,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
,2026,Eixample,3.0,1400,,2.818438,,41.98007,120,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Calle Barcelona,3.0,1250,5.0,2.812528,True,41.965464,129,Eixample,2.0,22,02,022,1707902022,17079202022,Eixample
,2026,Barri Vell,2.0,1500,,2.824916,,41.984325,70,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Barri Vell,2.0,1800,,2.824916,,41.984325,70,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Eixample,3.0,1500,3.0,2.818438,True,41.98007,100,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Barri Vell,3.0,1150,5.0,2.824916,True,41.984325,90,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle de Sant Joan Baptista la Salle,3.0,1150,,2.82045,,41.977527,65,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
,2026,CL Cardenal Margarit,3.0,1050,4.0,2.821332,True,41.976658,59,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
,2026,"Calle de la Cort Reial, 15",3.0,1200,3.0,2.824947,True,41.984754,75,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
,2026,"Calle Bonastruc de Porta, 16",3.0,1130,1.0,2.819173,False,41.984809,110,Devesa,3.0,3,03,003,1707903003,17079203003,Eixample
,2026,Eixample,2.0,1500,2.0,2.818438,True,41.98007,60,,2.0,3,02,003,1707902003,17079202003,Eixample
,2026,Barri Vell,2.0,690,1.0,2.824916,False,41.984325,65,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Barri Vell,3.0,1600,3.0,2.824916,False,41.984325,62,,4.0,1,04,001,1707904001,17079204001,Centre
,2026,Calle de Bilbao,3.0,1290,2.0,2.809759,True,41.969428,97,Sant Narcís,3.0,12,03,012,1707903012,17079203012,Eixample
,2026,"Calle Narcís Blanch, 39",1.0,900,4.0,2.817763,True,41.970037,70,Migdia Casernes,2.0,21,02,021,1707902021,17079202021,Eixample
,2026,"Calle dels Calderers, 12",2.0,990,1.0,2.824236,False,41.987702,80,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
,2026,"Travesía de la Creu, 21",2.0,1200,,2.821806,,41.97593,80,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
,2026,Carme-Vistalegre,3.0,1125,3.0,2.824881,True,41.975497,128,,1.0,3,01,003,1707901003,17079201003,Centre
,2026,"Ronda Pare Maria Claret, 41",3.0,1200,5.0,2.818438,True,41.98007,94,Eixample,2.0,3,02,003,1707902003,17079202003,Eixample
2015-0001,2015,"Calle de Santiago, 62",2.0,1145,1.0,2.81618835212095,False,41.96831834614794,62,Migdia Casernes,2.0,11,02,011,1707902011,17079202011,Eixample
2015-0002,2015,"Calle de Sant Agustí, 42",2.0,695,4.0,2.821103252802676,True,41.970975172362095,67,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
2015-0003,2015,"Calle Mare de Déu del Remei, 11",4.0,755,2.0,2.812299762401602,True,41.97679272113668,91,Sant Narcís,3.0,16,03,016,1707903016,17079203016,Eixample
2015-0004,2015,"Calle Bonastruc de Porta, 67",3.0,755,1.0,2.8198154942802613,False,41.9849382463009,104,Devesa,3.0,3,03,003,1707903003,17079203003,Eixample
2015-0007,2015,"Eixample, 35",3.0,1945,5.0,2.818296888203712,True,41.97997409863509,105,,2.0,2,02,002,1707902002,17079202002,Eixample
2015-0008,2015,"Calle Bisbe Lorenzana, 63",2.0,2255,1.0,2.8206348259195315,True,41.97835853449101,84,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
2015-0010,2015,"Calle Barcelona, 35",4.0,1215,1.0,2.8127156771181903,True,41.96551156190732,133,Eixample,2.0,22,02,022,1707902022,17079202022,Eixample
2015-0013,2015,"Barri Vell, 13",2.0,865,1.0,2.825305768489336,True,41.98421155123378,67,,4.0,1,04,001,1707904001,17079204001,Centre
2015-0014,2015,"Calle de les Ballesteries, 21",1.0,810,2.0,2.8242998038730422,False,41.986325092441234,44,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
2015-0015,2015,"Barri Vell, 65",3.0,1355,3.0,2.824922555643657,False,41.984394802863406,58,,4.0,1,04,001,1707904001,17079204001,Centre
2015-0016,2015,"Avenida de Sant Narcís, 47",5.0,1295,5.0,2.814006061317745,True,41.97880953337377,105,Sant Narcís,3.0,15,03,015,1707903015,17079203015,Eixample
2015-0018,2015,"Calle dels Calderers, 48",2.0,535,0.0,2.8239391385639903,False,41.98782632282998,70,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
2015-0019,2015,"Travesía de la Creu, 39",2.0,855,1.0,2.8221257940692364,True,41.97588776273408,83,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
2015-0020,2015,"Calle dels Ciutadans, 44",3.0,1140,2.0,2.825761378974074,True,41.98393920603009,108,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0021,2015,"Eixample, 26",3.0,1160,2.0,2.818191583996233,True,41.98070854091973,94,,2.0,2,02,002,1707902002,17079202002,Eixample
2015-0022,2015,"Calle Jaume Marquès i Casanovas, 78",3.0,655,1.0,2.8227338216604445,False,41.970030563691374,100,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
2015-0023,2015,"Avenida de Sant Francesc, 26",2.0,1195,1.0,2.821331408502167,True,41.98246999748408,68,Barri Vell,3.0,1,03,001,1707903001,17079203001,Centre
2015-0024,2015,"Avenida de Sant Narcís, 38",4.0,935,5.0,2.8139539703311667,False,41.9790197267976,111,Sant Narcís,3.0,15,03,015,1707903015,17079203015,Eixample
2015-0025,2015,"Travesía de la Creu, 26",1.0,755,2.0,2.821473886295387,True,41.97636843328767,67,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
2015-0026,2015,"Gran Via de Jaume I, 80",2.0,605,2.0,2.81983617547207,False,41.98336324455839,71,Eixample,3.0,1,03,001,1707903001,17079203001,Centre
2015-0027,2015,"Montjuïc, 78",4.0,1670,1.0,2.832092770762707,True,41.9950437629678,302,,5.0,1,05,001,1707905001,17079205001,Montjuïc
2015-0028,2015,"Calle Doctor Pascual i Prats, 10",1.0,615,1.0,2.8247704346311013,False,41.97722182734759,50,Carme-Vistalegre,1.0,3,01,003,1707901003,17079201003,Centre
2015-0029,2015,"Eixample, 75",3.0,2445,3.0,2.8184651469344884,True,41.979744683578325,129,,2.0,3,02,003,1707902003,17079202003,Eixample
2015-0032,2015,"Avenida de Lluís Pericot, 10",4.0,1145,1.0,2.824468074058496,True,41.96911696432646,93,Montilivi-Pericot,2.0,18,02,018,1707902018,17079202018,Sud
2015-0033,2015,"Calle de les Ballesteries, 71",1.0,750,3.0,2.8251232012728185,False,41.98565841664622,83,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
2015-0034,2015,"Calle Andalusia, 13",1.0,1185,2.0,2.808676461556764,False,41.994085401834354,69,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
2015-0035,2015,"Pujada de Sant Martí, 5",2.0,520,3.0,2.826156948278502,False,41.98407153258994,55,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0036,2015,"CL Cardenal Margarit, 19",3.0,850,3.0,2.820998276558405,True,41.97673634731508,70,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
2015-0038,2015,"Carme-Vistalegre, 51",3.0,1835,5.0,2.8241110024677205,True,41.97593844759189,116,,1.0,3,01,003,1707901003,17079201003,Centre
2015-0039,2015,"Calle de Bilbao, 55",3.0,1000,2.0,2.809298841578525,True,41.96994620506425,100,Sant Narcís,3.0,12,03,012,1707903012,17079203012,Eixample
2015-0040,2015,"Ronda Ferran Puig, 59",3.0,1090,3.0,2.817549693481623,True,41.98528479657259,107,Devesa,3.0,4,03,004,1707903004,17079203004,Eixample
2015-0041,2015,"Calle Doctor Pascual i Prats, 37",1.0,590,1.0,2.82439977285301,False,41.97694096374475,60,Carme-Vistalegre,1.0,3,01,003,1707901003,17079201003,Centre
2015-0042,2015,"Calle Auriga, 43",2.0,1305,3.0,2.82534826069662,False,41.98266137412804,57,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0043,2015,"Plaza Sant Pere, 47",1.0,815,1.0,2.825434260143269,False,41.99014436852998,61,Barri Vell,5.0,2,05,002,1707905002,17079205002,Nord
2015-0046,2015,"Barri Vell, 38",2.0,1080,1.0,2.8252365414667966,True,41.98456912910699,57,,4.0,1,04,001,1707904001,17079204001,Centre
2015-0047,2015,"Calle de les Ferreries Velles, 53",3.0,985,1.0,2.825157018159306,True,41.98398224324027,92,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0049,2015,"Calle de les Ballesteries, 36",1.0,605,1.0,2.8247564514933403,False,41.9867712959301,58,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
2015-0050,2015,"Barri Vell, 39",3.0,1145,1.0,2.824435616618864,True,41.98394950583577,91,,1.0,1,01,001,1707901001,17079201001,Centre
2015-0051,2015,"Calle de Cristòfol Grober, 1",1.0,405,0.0,2.820756467189909,True,41.98352230607561,58,Barri Vell,3.0,1,03,001,1707903001,17079203001,Centre
2015-0052,2015,"Barri Vell, 4",1.0,1290,1.0,2.8248621165758507,False,41.98411359802114,71,,4.0,1,04,001,1707904001,17079204001,Centre
2015-0053,2015,"Calle Migdia, 65",3.0,1080,0.0,2.820138081888684,False,41.97681585571261,91,Eixample,2.0,13,02,013,1707902013,17079202013,Eixample
2015-0054,2015,"Montjuïc, 78",3.0,2300,1.0,2.832144765249013,True,41.99520333702458,219,,5.0,1,05,001,1707905001,17079205001,Montjuïc
2015-0055,2015,"Gran Via de Jaume I, 36",1.0,520,1.0,2.8195577805328518,True,41.98296863799753,68,Eixample,3.0,3,03,003,1707903003,17079203003,Eixample
2015-0056,2015,"Calle de Pedret, 66",2.0,925,1.0,2.825926848240478,True,41.99089534554538,40,Montjuïc,5.0,2,05,002,1707905002,17079205002,Nord
2015-0059,2015,"CL Cardenal Margarit, 37",3.0,930,4.0,2.8214366327682137,True,41.97661865874094,67,Eixample,2.0,6,02,006,1707902006,17079202006,Eixample
2015-0061,2015,"Calle de les Ferreries Velles, 10",3.0,1105,1.0,2.824954042524005,True,41.98389039741452,80,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0062,2015,"Calle Andalusia, 12",2.0,1010,1.0,2.8087207513350925,False,41.99430759769483,62,Talaia - Germans Sabat,6.0,2,06,002,1707906002,17079206002,Oest
2015-0063,2015,"Calle del Riu Güell, 19",2.0,1910,3.0,2.8197819643519817,True,41.98585792392279,214,Devesa,3.0,3,03,003,1707903003,17079203003,Eixample
2015-0064,2015,"Calle del Riu Güell, 11",2.0,795,2.0,2.8135016755708944,True,41.98114553884324,88,Devesa,3.0,20,03,020,1707903020,17079203020,Eixample
2015-0065,2015,"Plaza Sant Pere, 74",2.0,855,1.0,2.8246935781747355,False,41.98997166413764,78,Barri Vell,5.0,2,05,002,1707905002,17079205002,Nord
2015-0066,2015,"Plaza d'Europa, 35",4.0,1080,5.0,2.8135006413486474,True,41.97520624896318,98,Sant Narcís,3.0,7,03,007,1707903007,17079203007,Eixample
2015-0067,2015,"Plaza europa, 7",4.0,1145,4.0,2.809981843241905,True,41.97373080299119,116,Sant Narcís,3.0,6,03,006,1707903006,17079203006,Eixample
2015-0070,2015,"Calle de Pedret, 36",1.0,1205,2.0,2.8256473686047148,True,41.9915012412708,43,Montjuïc,5.0,2,05,002,1707905002,17079205002,Nord
2015-0071,2015,"Eixample, 58",3.0,2335,3.0,2.8183619867293155,True,41.98001623201236,119,,2.0,2,02,002,1707902002,17079202002,Eixample
2015-0073,2015,"Avenida de Lluís Pericot, 56",4.0,800,1.0,2.8236503608060306,True,41.96907265846372,117,Montilivi-Pericot,2.0,10,02,010,1707902010,17079202010,Eixample
2015-0075,2015,"Barri Vell, 28",3.0,780,2.0,2.8244795532544225,True,41.98438195301785,112,,1.0,1,01,001,1707901001,17079201001,Centre
2015-0076,2015,"Eixample, 23",3.0,860,1.0,2.8183498663239543,True,41.97972309570192,138,,2.0,3,02,003,1707902003,17079202003,Eixample
2015-0079,2015,"Calle de Cristòfol Grober, 71",1.0,355,1.0,2.820709723739069,True,41.98388833416508,57,Barri Vell,3.0,1,03,001,1707903001,17079203001,Centre
2015-0080,2015,"Calle Bisbe Lorenzana, 79",4.0,915,0.0,2.8206565828334766,True,41.978148707584495,117,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
2015-0081,2015,"Abeuradors, 30",2.0,665,2.0,2.8240908069595823,True,41.983510493356505,53,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0082,2015,"Montjuïc, 19",4.0,2310,1.0,2.831694508503335,False,41.994983964295855,305,,5.0,1,05,001,1707905001,17079205001,Montjuïc
2015-0083,2015,"Abeuradors, 69",2.0,540,2.0,2.823693948587814,True,41.983316419220365,44,Barri Vell,1.0,1,01,001,1707901001,17079201001,Centre
2015-0085,2015,"Barri Vell, 28",1.0,1200,1.0,2.8249653172108933,True,41.98380579851835,67,,1.0,1,01,001,1707901001,17079201001,Centre
2015-0086,2015,"Calle Narcís Blanch, 46",1.0,645,4.0,2.81750228582564,True,41.97013282007914,86,Migdia Casernes,2.0,21,02,021,1707902021,17079202021,Eixample
2015-0087,2015,"Calle de les Ballesteries, 71",1.0,625,1.0,2.8247935236690944,False,41.9859702977184,48,Barri Vell,4.0,1,04,001,1707904001,17079204001,Centre
2015-0088,2015,"Montjuïc, 28",4.0,965,3.0,2.8318997109265824,True,41.99537945321099,102,,5.0,1,05,001,1707905001,17079205001,Montjuïc
2015-0090,2015,"Eixample, 51",2.0,990,1.0,2.8183073777581167,True,41.97991974650917,168,,2.0,2,02,002,1707902002,17079202002,Eixample
2015-0091,2015,"Calle de Sant Joan Baptista la Salle, 36",2.0,955,6.0,2.8207356160959423,True,41.97745327155,114,Eixample,2.0,4,02,004,1707902004,17079202004,Eixample
2015-0092,2015,"Calle Barcelona, 53",2.0,1495,3.0,2.8184008897674984,True,41.97836266860365,90,Eixample,2.0,5,02,005,1707902005,17079202005,Eixample
2015-0093,2015,"Eixample, 69",1.0,1135,2.0,2.818371539165281,True,41.98023756468778,60,,2.0,2,02,002,1707902002,17079202002,Eixample
2015-0094,2015,"Montseny, 13",3.0,745,3.0,2.80501395661564,True,41.97521823272277,130,Santa Eugenia,3.0,11,03,011,1707903011,17079203011,Santa Eugènia de Ter
2015-0096,2015,"Plaza europa, 63",4.0,1130,4.0,2.8101166216456592,True,41.97383748229928,114,Sant Narcís,3.0,6,03,006,1707903006,17079203006,Eixample
2015-0097,2015,"Barri Vell, 37",4.0,1775,1.0,2.825216523619296,True,41.98365081943339,97,,1.0,1,01,001,1707901001,17079201001,Centre
2015-0098,2015,"Barri Vell, 19",3.0,725,5.0,2.824804484991024,True,41.984479889271626,70,,4.0,1,04,001,1707904001,17079204001,Centre
2015-0099,2015,"Calle Barcelona, 24",4.0,1395,1.0,2.812251744880657,True,41.965804814605065,145,Eixample,2.0,22,02,022,1707902022,17079202022,Eixample
2015-0101,2015,"Calle de Pedret, 34",2.0,1235,1.0,2.825885564025057,True,41.99171776618009,45,Montjuïc,5.0,2,05,002,1707905002,17079205002,Nord
2015-0103,2015,"Calle Jaume Marquès i Casanovas, 45",4.0,680,1.0,2.8222752718407835,False,41.97016612580456,100,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
2015-0104,2015,"Calle Jaume Marquès i Casanovas, 58",3.0,785,1.0,2.82289871041577,False,41.97019019460876,76,Migdia Casernes,2.0,10,02,010,1707902010,17079202010,Eixample
